"","BZ=F.Adjusted"
"1335",108.26000213623
"1336",109.610000610352
"1337",110.980003356934
"1338",NA
"1339",110.839996337891
"1340",109.830001831055
"1341",110.860000610352
"1342",111.379997253418
"1343",110.919998168945
"1344",109.870002746582
"1345",109.51000213623
"1346",110.76000213623
"1347",111.230003356934
"1348",110.919998168945
"1349",109.839996337891
"1350",108.809997558594
"1351",107.029998779297
"1352",107.019996643066
"1353",107.330001831055
"1354",108.01000213623
"1355",109.5
"1356",107.910003662109
"1357",109.150001525879
"1358",NA
"1359",NA
"1360",110.360000610352
"1361",110.199996948242
"1362",108.970001220703
"1363",108.800003051758
"1364",111.069999694824
"1365",110.800003051758
"1366",110.620002746582
"1367",111.110000610352
"1368",112.470001220703
"1369",112.139999389648
"1370",111.309997558594
"1371",111.400001525879
"1372",111.940002441406
"1373",111.76000213623
"1374",111.889999389648
"1375",110.639999389648
"1376",111.879997253418
"1377",110.300003051758
"1378",110.610000610352
"1379",110.610000610352
"1380",110.610000610352
"1381",112.419998168945
"1382",112.800003051758
"1383",113.279998779297
"1384",113.279998779297
"1385",113.480003356934
"1386",114.360000610352
"1387",114.900001525879
"1388",115.550003051758
"1389",116.76000213623
"1390",115.599998474121
"1391",116.519996643066
"1392",116.730003356934
"1393",117.23999786377
"1394",118.900001525879
"1395",118.129997253418
"1396",118.660003662109
"1397",118.720001220703
"1398",118.580001831055
"1399",118.580001831055
"1400",117.519996643066
"1401",115.599998474121
"1402",113.529998779297
"1403",114.099998474121
"1404",114.440002441406
"1405",112.709999084473
"1406",111.870002746582
"1407",111.379997253418
"1408",110.400001525879
"1409",110.089996337891
"1410",111.610000610352
"1411",111.059997558594
"1412",111.150001525879
"1413",110.849998474121
"1414",110.220001220703
"1415",109.650001525879
"1416",108.519996643066
"1417",109.419998168945
"1418",109.379997253418
"1419",NA
"1420",107.449996948242
"1421",108.720001220703
"1422",107.470001220703
"1423",107.660003662109
"1424",108.169998168945
"1425",109.360000610352
"1426",109.690002441406
"1427",110.019996643066
"1428",NA
"1429",111.080001831055
"1430",110.690002441406
"1431",107.110000610352
"1432",106.339996337891
"1433",104.120002746582
"1434",104.660003662109
"1435",106.230003356934
"1436",105.790000915527
"1437",104.269996643066
"1438",103.110000610352
"1439",100.389999389648
"1440",100.360000610352
"1441",100.360000610352
"1442",99.129997253418
"1443",99.6500015258789
"1444",100.389999389648
"1445",100.309997558594
"1446",101.730003356934
"1447",103.410003662109
"1448",103.160003662109
"1449",103.809997558594
"1450",102.370002746582
"1451",99.9499969482422
"1452",102.849998474121
"1453",104.190002441406
"1454",105.459999084473
"1455",104.400001525879
"1456",104.339996337891
"1457",104.470001220703
"1458",103.910003662109
"1459",102.819999694824
"1460",102.599998474121
"1461",103.680000305176
"1462",103.800003051758
"1463",103.720001220703
"1464",103.720001220703
"1465",103.910003662109
"1466",102.599998474121
"1467",102.440002441406
"1468",102.639999389648
"1469",104.230003356934
"1470",102.430000305176
"1471",102.190002441406
"1472",100.389999389648
"1473",102.059997558594
"1474",103.23999786377
"1475",103.040000915527
"1476",103.610000610352
"1477",104.559997558594
"1478",103.949996948242
"1479",102.959999084473
"1480",103.48999786377
"1481",104.25
"1482",104.290000915527
"1483",NA
"1484",106.019996643066
"1485",106.120002746582
"1486",102.150001525879
"1487",100.910003662109
"1488",101.160003662109
"1489",101.26000213623
"1490",101.660003662109
"1491",102.819999694824
"1492",102.160003662109
"1493",103
"1494",104
"1495",105.76000213623
"1496",107.720001220703
"1497",107.430000305176
"1498",107.809997558594
"1499",108.51000213623
"1500",107.730003356934
"1501",108.809997558594
"1502",109.089996337891
"1503",109.400001525879
"1504",109.360000610352
"1505",NA
"1506",108.069999694824
"1507",108.150001525879
"1508",108.419998168945
"1509",107.190002441406
"1510",107.650001525879
"1511",107.169998168945
"1512",107.449996948242
"1513",106.910003662109
"1514",107.699996948242
"1515",109.540000915527
"1516",108.949996948242
"1517",108.699996948242
"1518",108.180000305176
"1519",107.440002441406
"1520",106.680000305176
"1521",108.220001220703
"1522",108.970001220703
"1523",109.819999694824
"1524",110.199996948242
"1525",111.110000610352
"1526",111.169998168945
"1527",NA
"1528",110.150001525879
"1529",109.809997558594
"1530",109.900001525879
"1531",111.040000915527
"1532",110.730003356934
"1533",114.360000610352
"1534",116.610000610352
"1535",115.160003662109
"1536",114.01000213623
"1537",115.680000305176
"1538",114.910003662109
"1539",115.26000213623
"1540",116.120002746582
"1541",113.720001220703
"1542",111.25
"1543",111.5
"1544",112.629997253418
"1545",112.779998779297
"1546",NA
"1547",NA
"1548",110.599998474121
"1549",108.76000213623
"1550",109.220001220703
"1551",108.160003662109
"1552",108.639999389648
"1553",108.319999694824
"1554",109.209999084473
"1555",108.629997253418
"1556",108.370002746582
"1557",107.940002441406
"1558",109.190002441406
"1559",109
"1560",109.459999084473
"1561",109.680000305176
"1562",110.160003662109
"1563",109.059997558594
"1564",111.800003051758
"1565",111.279998779297
"1566",111.040000915527
"1567",109.959999084473
"1568",110.860000610352
"1569",110.970001220703
"1570",NA
"1571",109.639999389648
"1572",109.970001220703
"1573",107.800003051758
"1574",106.98999786377
"1575",106.930000305176
"1576",109.610000610352
"1577",109.01000213623
"1578",109.860000610352
"1579",108.839996337891
"1580",105.910003662109
"1581",106.230003356934
"1582",105.330001831055
"1583",105.23999786377
"1584",103.459999084473
"1585",105.120002746582
"1586",106.400001525879
"1587",105.809997558594
"1588",107.120002746582
"1589",108.540000915527
"1590",108.550003051758
"1591",NA
"1592",106.919998168945
"1593",108.059997558594
"1594",110.080001831055
"1595",111.050003051758
"1596",111
"1597",110.879997253418
"1598",111.309997558594
"1599",109.690002441406
"1600",111.449996948242
"1601",112.620002746582
"1602",111.879997253418
"1603",110.980003356934
"1604",111.610000610352
"1605",109.389999389648
"1606",109.379997253418
"1607",109.699996948242
"1608",108.669998168945
"1609",108.830001831055
"1610",110.470001220703
"1611",110.410003662109
"1612",NA
"1613",110.290000915527
"1614",111.769996643066
"1615",111.559997558594
"1616",111.900001525879
"1617",111.980003356934
"1618",112.180000305176
"1619",111.209999084473
"1620",110.800003051758
"1621",107.779998779297
"1622",106.889999389648
"1623",106.730003356934
"1624",107.349998474121
"1625",107.150001525879
"1626",106.389999389648
"1627",107.25
"1628",106.75
"1629",106.389999389648
"1630",107.129997253418
"1631",107.089996337891
"1632",107.059997558594
"1633",NA
"1634",108.269996643066
"1635",107.580001831055
"1636",107.879997253418
"1637",106.690002441406
"1638",107.410003662109
"1639",107.849998474121
"1640",107.949996948242
"1641",106.400001525879
"1642",106.040000915527
"1643",105.779998779297
"1644",106.25
"1645",107.190002441406
"1646",109.569999694824
"1647",108.629997253418
"1648",108.680000305176
"1649",108.790000915527
"1650",108.730003356934
"1651",108.730003356934
"1652",NA
"1653",110.470001220703
"1654",110.300003051758
"1655",109.849998474121
"1656",110.639999389648
"1657",109.51000213623
"1658",109.519996643066
"1659",108.959999084473
"1660",109.069999694824
"1661",111.199996948242
"1662",109.300003051758
"1663",107.76000213623
"1664",108.099998474121
"1665",109
"1666",108.080001831055
"1667",108.550003051758
"1668",108.019996643066
"1669",107.389999389648
"1670",108.569999694824
"1671",108.540000915527
"1672",106.790000915527
"1673",105.849998474121
"1674",106.449996948242
"1675",106.919998168945
"1676",106.809997558594
"1677",106.98999786377
"1678",107.029998779297
"1679",107.830001831055
"1680",108.069999694824
"1681",107.76000213623
"1682",105.620002746582
"1683",104.790000915527
"1684",106.150001525879
"1685",106.720001220703
"1686",105.819999694824
"1687",107.669998168945
"1688",107.980003356934
"1689",107.459999084473
"1690",107.330001831055
"1691",109.069999694824
"1692",108.73999786377
"1693",108.800003051758
"1694",109.529998779297
"1695",109.949996948242
"1696",109.269996643066
"1697",109.110000610352
"1698",110.330001831055
"1699",109.580001831055
"1700",108.120002746582
"1701",108.980003356934
"1702",108.069999694824
"1703",107.76000213623
"1704",108.589996337891
"1705",107.720001220703
"1706",107.059997558594
"1707",108.129997253418
"1708",108.040000915527
"1709",107.889999389648
"1710",108.410003662109
"1711",109.23999786377
"1712",110.190002441406
"1713",110.440002441406
"1714",110.419998168945
"1715",109.370002746582
"1716",109.690002441406
"1717",110.550003051758
"1718",110.360000610352
"1719",110.540000915527
"1720",110.019996643066
"1721",109.809997558594
"1722",109.970001220703
"1723",109.410003662109
"1724",108.830001831055
"1725",108.819999694824
"1726",108.400001525879
"1727",108.790000915527
"1728",108.610000610352
"1729",109.98999786377
"1730",109.519996643066
"1731",109.949996948242
"1732",113.019996643066
"1733",113.410003662109
"1734",113.220001220703
"1735",113.449996948242
"1736",114.26000213623
"1737",115.059997558594
"1738",114.809997558594
"1739",114.120002746582
"1740",114.459999084473
"1741",114
"1742",113.209999084473
"1743",113.300003051758
"1744",112.360000610352
"1745",112.290000915527
"1746",111.23999786377
"1747",111
"1748",110.23999786377
"1749",108.940002441406
"1750",108.279998779297
"1751",108.669998168945
"1752",106.660003662109
"1753",106.980003356934
"1754",106.019996643066
"1755",105.849998474121
"1756",105.959999084473
"1757",107.23999786377
"1758",107.680000305176
"1759",107.330001831055
"1760",108.029998779297
"1761",107.069999694824
"1762",108.389999389648
"1763",107.569999694824
"1764",107.720001220703
"1765",106.51000213623
"1766",106.019996643066
"1767",104.839996337891
"1768",105.410003662109
"1769",104.610000610352
"1770",104.589996337891
"1771",105.440002441406
"1772",105.019996643066
"1773",104.680000305176
"1774",103.019996643066
"1775",104.279998779297
"1776",102.01000213623
"1777",101.949996948242
"1778",101.599998474121
"1779",101.559997558594
"1780",102.279998779297
"1781",102.629997253418
"1782",102.290000915527
"1783",102.650001525879
"1784",102.5
"1785",102.720001220703
"1786",102.459999084473
"1787",103.190002441406
"1788",100.339996337891
"1789",102.769996643066
"1790",101.830001831055
"1791",100.819999694824
"1792",100.199996948242
"1793",99.1600036621094
"1794",98.0400009155273
"1795",98.0800018310547
"1796",97.1100006103516
"1797",96.6500015258789
"1798",96.629997253418
"1799",98.9700012207031
"1800",97.6999969482422
"1801",98.3899993896484
"1802",96.9700012207031
"1803",96.8499984741211
"1804",96.9499969482422
"1805",97
"1806",97
"1807",97.1999969482422
"1808",94.6699981689453
"1809",94.1600036621094
"1810",93.4199981689453
"1811",92.3099975585938
"1812",92.7900009155273
"1813",92.1100006103516
"1814",91.379997253418
"1815",90.0500030517578
"1816",90.2099990844727
"1817",88.8899993896484
"1818",85.0400009155273
"1819",83.7799987792969
"1820",84.4700012207031
"1821",84.5400009155273
"1822",85.4000015258789
"1823",86.2200012207031
"1824",84.7099990844727
"1825",86.8300018310547
"1826",86.129997253418
"1827",85.8300018310547
"1828",86.0299987792969
"1829",87.120002746582
"1830",86.2399978637695
"1831",85.8600006103516
"1832",84.7799987792969
"1833",82.8199996948242
"1834",82.9499969482422
"1835",82.8600006103516
"1836",83.3899993896484
"1837",82.3399963378906
"1838",81.6699981689453
"1839",80.379997253418
"1840",77.9199981689453
"1841",77.7399978637695
"1842",79.3099975585938
"1843",78.4700012207031
"1844",78.0999984741211
"1845",79.3300018310547
"1846",80.3600006103516
"1847",79.6800003051758
"1848",78.3300018310547
"1849",77.75
"1850",70.1500015258789
"1851",72.5400009155273
"1852",70.5400009155273
"1853",69.9199981689453
"1854",69.6399993896484
"1855",69.0699996948242
"1856",66.1900024414062
"1857",66.8399963378906
"1858",64.2399978637695
"1859",63.6800003051758
"1860",61.8499984741211
"1861",61.060001373291
"1862",59.8600006103516
"1863",59.7999992370605
"1864",59.2700004577637
"1865",61.3800010681152
"1866",60.1100006103516
"1867",61.689998626709
"1868",60.2400016784668
"1869",59.4500007629395
"1870",57.8800010681152
"1871",57.9000015258789
"1872",57.3300018310547
"1873",56.4199981689453
"1874",53.1100006103516
"1875",51.0999984741211
"1876",51.1500015258789
"1877",50.9599990844727
"1878",50.1100006103516
"1879",47.4300003051758
"1880",46.5900001525879
"1881",48.689998626709
"1882",47.6699981689453
"1883",47.689998626709
"1884",47.9900016784668
"1885",49.0299987792969
"1886",48.5200004577637
"1887",48.7900009155273
"1888",48.1599998474121
"1889",49.5999984741211
"1890",48.4700012207031
"1891",49.1300010681152
"1892",52.9900016784668
"1893",54.75
"1894",57.9099998474121
"1895",54.1599998474121
"1896",56.5699996948242
"1897",57.7999992370605
"1898",58.3400001525879
"1899",56.4300003051758
"1900",54.6599998474121
"1901",57.0499992370605
"1902",57.3899993896484
"1903",62.5299987792969
"1904",60.5299987792969
"1905",60.2099990844727
"1906",60.2200012207031
"1907",58.9000015258789
"1908",58.6599998474121
"1909",61.6300010681152
"1910",60.0499992370605
"1911",62.5800018310547
"1912",59.5400009155273
"1913",61.0200004577637
"1914",60.5499992370605
"1915",60.4799995422363
"1916",59.7299995422363
"1917",58.5299987792969
"1918",56.3899993896484
"1919",57.5400009155273
"1920",57.0800018310547
"1921",54.6699981689453
"1922",53.439998626709
"1923",53.4300003051758
"1924",55.9099998474121
"1925",54.4300003051758
"1926",55.3199996948242
"1927",55.9199981689453
"1928",55.1100006103516
"1929",56.4799995422363
"1930",59.189998626709
"1931",56.4099998474121
"1932",56.2900009155273
"1933",55.1100006103516
"1934",57.0999984741211
"1935",54.9500007629395
"1936",58.1199989318848
"1937",59.0999984741211
"1938",55.5499992370605
"1939",56.5699996948242
"1940",57.8699989318848
"1941",57.9300003051758
"1942",58.4300003051758
"1943",60.3199996948242
"1944",60.4000015258789
"1945",63.4500007629395
"1946",63.4500007629395
"1947",62.0800018310547
"1948",62.7299995422363
"1949",64.8499984741211
"1950",65.2799987792969
"1951",64.8300018310547
"1952",64.6399993896484
"1953",65.8399963378906
"1954",66.7799987792969
"1955",66.4599990844727
"1956",66.4499969482422
"1957",67.5199966430664
"1958",67.7699966430664
"1959",65.5400009155273
"1960",65.3899993896484
"1961",64.9100036621094
"1962",66.8600006103516
"1963",66.8099975585938
"1964",66.5899963378906
"1965",66.5699996948242
"1966",66.2699966430664
"1967",64.0199966430664
"1968",65.0299987792969
"1969",66.5400009155273
"1970",65.370002746582
"1971",63.7200012207031
"1972",62.060001373291
"1973",62.5800018310547
"1974",65.5599975585938
"1975",64.879997253418
"1976",65.4899978637695
"1977",63.7999992370605
"1978",62.0299987792969
"1979",63.310001373291
"1980",62.689998626709
"1981",64.879997253418
"1982",65.6999969482422
"1983",65.1100006103516
"1984",63.8699989318848
"1985",62.6100006103516
"1986",62.6300010681152
"1987",63.8699989318848
"1988",64.2600021362305
"1989",63.0200004577637
"1990",63.3400001525879
"1991",64.4499969482422
"1992",63.4900016784668
"1993",63.2000007629395
"1994",63.2599983215332
"1995",62.0099983215332
"1996",63.5900001525879
"1997",62.0099983215332
"1998",62.0699996948242
"1999",56.5400009155273
"2000",56.8499984741211
"2001",57.0499992370605
"2002",58.6100006103516
"2003",58.7299995422363
"2004",57.8499984741211
"2005",58.5099983215332
"2006",57.0499992370605
"2007",57.5099983215332
"2008",57.5200004577637
"2009",56.6500015258789
"2010",57.0400009155273
"2011",56.1300010681152
"2012",55.2700004577637
"2013",54.6199989318848
"2014",53.4700012207031
"2015",53.2999992370605
"2016",53.3800010681152
"2017",53.310001373291
"2018",52.2099990844727
"2019",49.5200004577637
"2020",49.9900016784668
"2021",49.5900001525879
"2022",49.5200004577637
"2023",48.6100006103516
"2024",50.4099998474121
"2025",49.1800003051758
"2026",49.6599998474121
"2027",49.2200012207031
"2028",49.0299987792969
"2029",49.0299987792969
"2030",48.810001373291
"2031",47.1599998474121
"2032",46.6199989318848
"2033",45.4599990844727
"2034",42.689998626709
"2035",43.2099990844727
"2036",43.1399993896484
"2037",47.560001373291
"2038",50.0499992370605
"2039",54.1500015258789
"2040",49.560001373291
"2041",50.5
"2042",50.6800003051758
"2043",49.6100006103516
"2044",49.5200004577637
"2045",47.5800018310547
"2046",48.8899993896484
"2047",48.1399993896484
"2048",46.3699989318848
"2049",46.6300010681152
"2050",46.6100006103516
"2051",49.0800018310547
"2052",47.4700012207031
"2053",48.9199981689453
"2054",49.0800018310547
"2055",47.75
"2056",48.1699981689453
"2057",48.5999984741211
"2058",47.3400001525879
"2059",48.2299995422363
"2060",48.3699989318848
"2061",47.689998626709
"2062",48.1300010681152
"2063",49.25
"2064",51.9199981689453
"2065",51.3300018310547
"2066",53.0499992370605
"2067",52.6500015258789
"2068",49.8600006103516
"2069",49.2400016784668
"2070",49.1500015258789
"2071",48.7099990844727
"2072",48.7299995422363
"2073",48.6100006103516
"2074",48.7099990844727
"2075",47.8499984741211
"2076",48.0800018310547
"2077",47.9900016784668
"2078",47.5400009155273
"2079",46.810001373291
"2080",49.0499992370605
"2081",48.7999992370605
"2082",49.560001373291
"2083",48.7900009155273
"2084",50.5400009155273
"2085",48.5800018310547
"2086",47.9799995422363
"2087",47.4199981689453
"2088",47.189998626709
"2089",47.439998626709
"2090",45.810001373291
"2091",44.060001373291
"2092",43.6100006103516
"2093",43.5800018310547
"2094",43.5699996948242
"2095",44.1399993896484
"2096",44.1800003051758
"2097",44.6599998474121
"2098",44.8300018310547
"2099",46.1199989318848
"2100",46.1699981689453
"2101",44.8600006103516
"2102",44.6100006103516
"2103",44.439998626709
"2104",42.4900016784668
"2105",43.8400001525879
"2106",43
"2107",40.7299995422363
"2108",40.2599983215332
"2109",40.1100006103516
"2110",39.7299995422363
"2111",37.9300003051758
"2112",37.9199981689453
"2113",38.4500007629395
"2114",37.189998626709
"2115",37.1800003051758
"2116",36.8800010681152
"2117",36.3499984741211
"2118",36.1100006103516
"2119",37.3600006103516
"2120",37.8899993896484
"2121",36.6199989318848
"2122",37.7900009155273
"2123",36.4599990844727
"2124",37.2799987792969
"2125",37.2200012207031
"2126",36.4199981689453
"2127",34.2299995422363
"2128",33.75
"2129",33.5499992370605
"2130",31.5499992370605
"2131",30.8600006103516
"2132",30.3099994659424
"2133",31.0300006866455
"2134",31.0100002288818
"2135",NA
"2136",28.7600002288818
"2137",27.8799991607666
"2138",29.25
"2139",32.1800003051758
"2140",30.5
"2141",31.7999992370605
"2142",33.0999984741211
"2143",33.8899993896484
"2144",34.7400016784668
"2145",34.689998626709
"2146",32.7200012207031
"2147",35.0400009155273
"2148",34.4599990844727
"2149",34.060001373291
"2150",32.8800010681152
"2151",30.3199996948242
"2152",30.8400001525879
"2153",30.0599994659424
"2154",33.3600006103516
"2155",NA
"2156",32.1800003051758
"2157",34.5
"2158",34.2799987792969
"2159",33.0099983215332
"2160",34.689998626709
"2161",33.2700004577637
"2162",34.4099998474121
"2163",35.2900009155273
"2164",35.0999984741211
"2165",35.9700012207031
"2166",35.9599990844727
"2167",36.9300003051758
"2168",37.0699996948242
"2169",38.7200012207031
"2170",40.8400001525879
"2171",39.6500015258789
"2172",41.0699996948242
"2173",40.0499992370605
"2174",40.3899993896484
"2175",39.5299987792969
"2176",38.7400016784668
"2177",40.3300018310547
"2178",41.5400009155273
"2179",41.2000007629395
"2180",41.5400009155273
"2181",41.7900009155273
"2182",40.4700012207031
"2183",40.439998626709
"2184",40.2700004577637
"2185",39.1399993896484
"2186",39.2599983215332
"2187",39.5999984741211
"2188",39.6599998474121
"2189",37.689998626709
"2190",37.8699989318848
"2191",39.8400001525879
"2192",39.4300003051758
"2193",41.939998626709
"2194",42.8300018310547
"2195",44.689998626709
"2196",44.1800003051758
"2197",43.8400001525879
"2198",43.0999984741211
"2199",42.9099998474121
"2200",44.0299987792969
"2201",45.7999992370605
"2202",44.5299987792969
"2203",45.1100006103516
"2204",44.4799995422363
"2205",45.7400016784668
"2206",47.1800003051758
"2207",48.1399993896484
"2208",48.1300010681152
"2209",48.0999984741211
"2210",46.75
"2211",44.6199989318848
"2212",45.0099983215332
"2213",45.3699989318848
"2214",43.6300010681152
"2215",45.5200004577637
"2216",47.5999984741211
"2217",48.0800018310547
"2218",47.8300018310547
"2219",48.9700012207031
"2220",49.2799987792969
"2221",48.9300003051758
"2222",48.810001373291
"2223",48.7200012207031
"2224",48.3499984741211
"2225",48.6100006103516
"2226",49.7400016784668
"2227",49.5900001525879
"2228",49.3199996948242
"2229",49.689998626709
"2230",49.7099990844727
"2231",50.0400009155273
"2232",49.6399993896484
"2233",50.5499992370605
"2234",51.439998626709
"2235",52.5099983215332
"2236",51.9500007629395
"2237",50.5400009155273
"2238",50.3499984741211
"2239",49.8300018310547
"2240",48.9700012207031
"2241",47.189998626709
"2242",49.1699981689453
"2243",50.6500015258789
"2244",50.6199989318848
"2245",49.8800010681152
"2246",50.9099998474121
"2247",48.4099998474121
"2248",47.1599998474121
"2249",48.5800018310547
"2250",50.6100006103516
"2251",49.6800003051758
"2252",49.8400001525879
"2253",47.9599990844727
"2254",48.7999992370605
"2255",46.4000015258789
"2256",46.7599983215332
"2257",46.25
"2258",48.4700012207031
"2259",46.2599983215332
"2260",47.3699989318848
"2261",47.6100006103516
"2262",46.9599990844727
"2263",46.6599998474121
"2264",47.1699981689453
"2265",46.2000007629395
"2266",45.689998626709
"2267",44.7200012207031
"2268",44.8699989318848
"2269",43.4700012207031
"2270",42.7000007629395
"2271",42.4599990844727
"2272",42.4500007629395
"2273",41.7999992370605
"2274",43.0999984741211
"2275",44.2900009155273
"2276",44.2700004577637
"2277",45.3899993896484
"2278",44.9799995422363
"2279",44.0499992370605
"2280",46.0400009155273
"2281",46.9700012207031
"2282",48.3499984741211
"2283",49.2299995422363
"2284",49.8499984741211
"2285",50.8899993896484
"2286",50.8800010681152
"2287",49.1599998474121
"2288",49.9599990844727
"2289",49.0499992370605
"2290",49.6699981689453
"2291",49.9199981689453
"2292",49.2599983215332
"2293",48.3699989318848
"2294",47.0400009155273
"2295",47.0499992370605
"2296",46.8300018310547
"2297",47.2599983215332
"2298",47.9799995422363
"2299",49.9900016784668
"2300",48.0099983215332
"2301",48.3199996948242
"2302",47.0999984741211
"2303",45.8499984741211
"2304",46.5900001525879
"2305",45.7700004577637
"2306",45.9500007629395
"2307",45.8800010681152
"2308",46.8300018310547
"2309",47.6500015258789
"2310",45.8899993896484
"2311",47.3499984741211
"2312",45.9700012207031
"2313",48.689998626709
"2314",49.2400016784668
"2315",49.060001373291
"2316",49.0999984741211
"2317",50.8699989318848
"2318",51.8600006103516
"2319",52.5099983215332
"2320",51.9300003051758
"2321",52.4099998474121
"2322",51.810001373291
"2323",52.0299987792969
"2324",51.9500007629395
"2325",51.5200004577637
"2326",51.6800003051758
"2327",52.6699981689453
"2328",51.3800010681152
"2329",51.7799987792969
"2330",51.4599990844727
"2331",50.7900009155273
"2332",49.9799995422363
"2333",50.4700012207031
"2334",49.7099990844727
"2335",48.2999992370605
"2336",48.3300018310547
"2337",46.8600006103516
"2338",46.3499984741211
"2339",45.5800018310547
"2340",46.1500015258789
"2341",46.0400009155273
"2342",46.3600006103516
"2343",45.8400001525879
"2344",44.4300003051758
"2345",46.9500007629395
"2346",46.6300010681152
"2347",46.4900016784668
"2348",46.8600006103516
"2349",48.9000015258789
"2350",49.1199989318848
"2351",48.9500007629395
"2352",47.2400016784668
"2353",48.2400016784668
"2354",46.3800010681152
"2355",50.4700012207031
"2356",50.4599990844727
"2357",54.4599990844727
"2358",54.939998626709
"2359",53.9300003051758
"2360",53
"2361",53.8899993896484
"2362",54.3300018310547
"2363",55.689998626709
"2364",55.7200012207031
"2365",53.9000015258789
"2366",54.0200004577637
"2367",55.2099990844727
"2368",54.9199981689453
"2369",55.3499984741211
"2370",54.4599990844727
"2371",55.0499992370605
"2372",55.1599998474121
"2373",56.0900001525879
"2374",56.2200012207031
"2375",56.1399993896484
"2376",56.1300010681152
"2377",55.4700012207031
"2378",56.4599990844727
"2379",56.8899993896484
"2380",57.0999984741211
"2381",54.939998626709
"2382",53.6399993896484
"2383",55.0999984741211
"2384",56.0099983215332
"2385",55.4500007629395
"2386",55.4700012207031
"2387",53.9199981689453
"2388",54.1599998474121
"2389",55.4900016784668
"2390",55.2299995422363
"2391",55.439998626709
"2392",55.0800018310547
"2393",56.2400016784668
"2394",55.5200004577637
"2395",55.2299995422363
"2396",55.7000007629395
"2397",55.6599998474121
"2398",56.560001373291
"2399",56.810001373291
"2400",55.7200012207031
"2401",55.0499992370605
"2402",55.1199989318848
"2403",55.6300010681152
"2404",56.7000007629395
"2405",55.5900001525879
"2406",55.9700012207031
"2407",55.75
"2408",55.6500015258789
"2409",55.810001373291
"2410",56.6599998474121
"2411",55.8400001525879
"2412",56.5800018310547
"2413",55.9900016784668
"2414",55.9300003051758
"2415",55.5900001525879
"2416",55.5999984741211
"2417",55.0800018310547
"2418",55.9000015258789
"2419",56.0099983215332
"2420",55.9199981689453
"2421",53.1100006103516
"2422",52.189998626709
"2423",51.3699989318848
"2424",51.3499984741211
"2425",50.9199981689453
"2426",51.810001373291
"2427",51.7400016784668
"2428",51.7599983215332
"2429",51.6199989318848
"2430",50.9599990844727
"2431",50.6399993896484
"2432",50.560001373291
"2433",50.7999992370605
"2434",50.75
"2435",51.3300018310547
"2436",52.4199981689453
"2437",52.9599990844727
"2438",52.8300018310547
"2439",52.7299995422363
"2440",54.1699981689453
"2441",54.3600006103516
"2442",54.8899993896484
"2443",55.2400016784668
"2444",55.9799995422363
"2445",56.2299995422363
"2446",55.8600006103516
"2447",55.8899993896484
"2448",55.3600006103516
"2449",54.8899993896484
"2450",52.9300003051758
"2451",52.9900016784668
"2452",51.9599990844727
"2453",51.5999984741211
"2454",52.0999984741211
"2455",51.8199996948242
"2456",51.439998626709
"2457",51.7299995422363
"2458",51.6599998474121
"2459",NA
"2460",50.7900009155273
"2461",48.3800010681152
"2462",49.0999984741211
"2463",49.3400001525879
"2464",48.7299995422363
"2465",50.2200012207031
"2466",50.7700004577637
"2467",50.8400001525879
"2468",51.8199996948242
"2469",51.6500015258789
"2470",52.2099990844727
"2471",52.5099983215332
"2472",53.6100006103516
"2473",53.8699989318848
"2474",54.1500015258789
"2475",53.9599990844727
"2476",51.4599990844727
"2477",52.1500015258789
"2478",51.8400001525879
"2479",50.310001373291
"2480",50.3300018310547
"2481",49.9500007629395
"2482",49.4700012207031
"2483",50.1199989318848
"2484",48.060001373291
"2485",47.8600006103516
"2486",48.1500015258789
"2487",48.2900009155273
"2488",48.7200012207031
"2489",47
"2490",46.9199981689453
"2491",47.3699989318848
"2492",46.9099998474121
"2493",46.0200004577637
"2494",44.8199996948242
"2495",45.2200012207031
"2496",45.5400009155273
"2497",45.8300018310547
"2498",46.6500015258789
"2499",47.310001373291
"2500",47.4199981689453
"2501",47.9199981689453
"2502",47.8699989318848
"2503",47.7900009155273
"2504",48.1100006103516
"2505",46.7099990844727
"2506",46.8800010681152
"2507",47.5200004577637
"2508",47.7400016784668
"2509",48.4199981689453
"2510",48.9099998474121
"2511",48.4199981689453
"2512",48.8400001525879
"2513",49.7000007629395
"2514",49.2999992370605
"2515",48.060001373291
"2516",48.5999984741211
"2517",50.2000007629395
"2518",50.9700012207031
"2519",51.4900016784668
"2520",52.5200004577637
"2521",52.6500015258789
"2522",52.6300010681152
"2523",52.3600006103516
"2524",52.0099983215332
"2525",52.4199981689453
"2526",52.3699989318848
"2527",52.1399993896484
"2528",52.7000007629395
"2529",51.9000015258789
"2530",52.0999984741211
"2531",50.7299995422363
"2532",50.7999992370605
"2533",50.2700004577637
"2534",51.0299987792969
"2535",52.7200012207031
"2536",51.6599998474121
"2537",51.8699989318848
"2538",52.5699996948242
"2539",52.0400009155273
"2540",52.4099998474121
"2541",51.8899993896484
"2542",52
"2543",50.8600006103516
"2544",52.3800010681152
"2545",52.3199996948242
"2546",53.3800010681152
"2547",54.2000007629395
"2548",54.4900016784668
"2549",53.7799987792969
"2550",53.8400001525879
"2551",54.2700004577637
"2552",55.1599998474121
"2553",55.4700012207031
"2554",55.6199989318848
"2555",55.4799995422363
"2556",55.1399993896484
"2557",56.2900009155273
"2558",56.4300003051758
"2559",56.8600006103516
"2560",59.0200004577637
"2561",58.439998626709
