"","IXIC.Adjusted"
"1265",2676.56005859375
"1266",2702.5
"1267",2710.76000976562
"1268",2724.69995117188
"1269",2710.669921875
"1270",2728.080078125
"1271",2769.7099609375
"1272",2788.330078125
"1273",2786.69995117188
"1274",2784.169921875
"1275",2786.63989257812
"1276",2818.31005859375
"1277",2805.28002929688
"1278",2816.55004882812
"1279",2811.93994140625
"1280",2813.84008789062
"1281",2848.27001953125
"1282",2859.67993164062
"1283",2905.65991210938
"1284",2901.98999023438
"1285",2904.080078125
"1286",2915.86010742188
"1287",2927.22998046875
"1288",2903.8798828125
"1289",2931.38989257812
"1290",2931.830078125
"1291",2915.830078125
"1292",2959.85009765625
"1293",2951.78002929688
"1294",2948.57006835938
"1295",2933.169921875
"1296",2956.97998046875
"1297",2963.75
"1298",2966.15991210938
"1299",2986.76000976562
"1300",2966.88989257812
"1301",2988.96997070312
"1302",2976.18994140625
"1303",2950.47998046875
"1304",2910.32006835938
"1305",2935.68994140625
"1306",2970.419921875
"1307",2988.34008789062
"1308",2983.65991210938
"1309",3039.8798828125
"1310",3040.72998046875
"1311",3056.3701171875
"1312",3055.26000976562
"1313",3078.32006835938
"1314",3074.14990234375
"1315",3075.32006835938
"1316",3063.32006835938
"1317",3067.919921875
"1318",3122.57006835938
"1319",3120.35009765625
"1320",3104.9599609375
"1321",3095.36010742188
"1322",3091.57006835938
"1323",3119.69995117188
"1324",3113.57006835938
"1325",3068.09008789062
"1326",3080.5
"1327",3047.080078125
"1328",2991.21997070312
"1329",3016.4599609375
"1330",3055.55004882812
"1331",3011.330078125
"1332",2988.39990234375
"1333",3042.82006835938
"1334",3031.44995117188
"1335",3007.56005859375
"1336",3000.44995117188
"1337",2970.44995117188
"1338",2961.60009765625
"1339",3029.6298828125
"1340",3050.61010742188
"1341",3069.19995117188
"1342",3046.36010742188
"1343",3050.43994140625
"1344",3059.85009765625
"1345",3024.30004882812
"1346",2956.34008789062
"1347",2957.76000976562
"1348",2946.27001953125
"1349",2934.7099609375
"1350",2933.63989257812
"1351",2933.82006835938
"1352",2902.580078125
"1353",2893.76000976562
"1354",2874.0400390625
"1355",2813.68994140625
"1356",2778.7900390625
"1357",2847.2099609375
"1358",2839.080078125
"1359",2850.1201171875
"1360",2839.3798828125
"1361",2837.53002929688
"1362",2870.98999023438
"1363",2837.36010742188
"1364",2827.34008789062
"1365",2747.47998046875
"1366",2760.01000976562
"1367",2778.11010742188
"1368",2844.71997070312
"1369",2831.02001953125
"1370",2858.419921875
"1371",2809.72998046875
"1372",2843.07006835938
"1373",2818.61010742188
"1374",2836.330078125
"1375",2872.80004882812
"1376",2895.330078125
"1377",2929.76000976562
"1378",2930.44995117188
"1379",2859.09008789062
"1380",2892.419921875
"1381",2836.15991210938
"1382",2854.06005859375
"1383",2875.32006835938
"1384",2849.48999023438
"1385",2935.05004882812
"1386",2951.22998046875
"1387",2976.080078125
"1388",2976.1201171875
"1389",2937.330078125
"1390",2931.77001953125
"1391",2902.330078125
"1392",2887.97998046875
"1393",2866.18994140625
"1394",2908.46997070312
"1395",2896.93994140625
"1396",2910.0400390625
"1397",2942.60009765625
"1398",2965.89990234375
"1399",2925.30004882812
"1400",2890.14990234375
"1401",2862.98999023438
"1402",2854.23999023438
"1403",2893.25
"1404",2958.09008789062
"1405",2945.84008789062
"1406",2939.52001953125
"1407",2920.2099609375
"1408",2909.77001953125
"1409",2967.89990234375
"1410",2989.90991210938
"1411",3015.86010742188
"1412",3011.25
"1413",3018.63989257812
"1414",3020.86010742188
"1415",3022.52001953125
"1416",3016.97998046875
"1417",3030.92993164062
"1418",3062.38989257812
"1419",3076.59008789062
"1420",3076.2099609375
"1421",3067.26000976562
"1422",3073.669921875
"1423",3053.39990234375
"1424",3069.7900390625
"1425",3073.18994140625
"1426",3077.13989257812
"1427",3081.18994140625
"1428",3048.7099609375
"1429",3066.9599609375
"1430",3075.06005859375
"1431",3069.27001953125
"1432",3135.81005859375
"1433",3136.419921875
"1434",3104.02001953125
"1435",3104.53002929688
"1436",3114.31005859375
"1437",3155.830078125
"1438",3183.94995117188
"1439",3178.669921875
"1440",3177.80004882812
"1441",3182.6201171875
"1442",3175.9599609375
"1443",3179.9599609375
"1444",3160.78002929688
"1445",3117.72998046875
"1446",3093.69995117188
"1447",3136.60009765625
"1448",3116.22998046875
"1449",3113.53002929688
"1450",3120.0400390625
"1451",3135.22998046875
"1452",3149.4599609375
"1453",3136.18994140625
"1454",3112.35009765625
"1455",3065.02001953125
"1456",3051.78002929688
"1457",3049.40991210938
"1458",3044.11010742188
"1459",3064.17993164062
"1460",3101.169921875
"1461",3104.1201171875
"1462",3072.8701171875
"1463",3005.6201171875
"1464",3016.9599609375
"1465",2990.4599609375
"1466",2981.69995117188
"1467",2986.1201171875
"1468",2987.94995117188
"1469",2977.22998046875
"1470",3020.06005859375
"1471",2982.1298828125
"1472",2999.65991210938
"1473",3011.92993164062
"1474",2937.2900390625
"1475",2895.580078125
"1476",2904.8701171875
"1477",2904.25
"1478",2883.88989257812
"1479",2846.81005859375
"1480",2836.93994140625
"1481",2853.1298828125
"1482",2916.07006835938
"1483",2916.67993164062
"1484",2926.55004882812
"1485",2966.85009765625
"1486",2976.78002929688
"1487",2967.7900390625
"1488",2991.78002929688
"1489",3012.03002929688
"1490",3010.23999023438
"1491",3002.19995117188
"1492",2996.68994140625
"1493",2973.69995117188
"1494",2989.27001953125
"1495",2978.0400390625
"1496",2986.9599609375
"1497",3022.30004882812
"1498",3013.81005859375
"1499",2992.15991210938
"1500",2971.330078125
"1501",3010.60009765625
"1502",3054.53002929688
"1503",3044.36010742188
"1504",3050.38989257812
"1505",3021.01000976562
"1506",3012.60009765625
"1507",2990.15991210938
"1508",2985.90991210938
"1509",2960.31005859375
"1510",3019.51000976562
"1511",3112.26000976562
"1512",3100.57006835938
"1513",3101.65991210938
"1514",3098.81005859375
"1515",3091.81005859375
"1516",3105.81005859375
"1517",3121.76000976562
"1518",3125.6298828125
"1519",3117.5
"1520",3110.78002929688
"1521",3117.5400390625
"1522",3136
"1523",3134.7099609375
"1524",3143.17993164062
"1525",3153.669921875
"1526",3130.3798828125
"1527",3149.7099609375
"1528",3154.30004882812
"1529",3153.65991210938
"1530",3142.31005859375
"1531",3142.1298828125
"1532",3179.10009765625
"1533",3131.169921875
"1534",3171.580078125
"1535",3168.47998046875
"1536",3165.1298828125
"1537",3193.8701171875
"1538",3192
"1539",3186.48999023438
"1540",3196.8798828125
"1541",3198.65991210938
"1542",3192.03002929688
"1543",3213.59008789062
"1544",3164.40991210938
"1545",3131.48999023438
"1546",3161.82006835938
"1547",3116.25
"1548",3129.64990234375
"1549",3162.26000976562
"1550",3160.18994140625
"1551",3169.73999023438
"1552",3182.03002929688
"1553",3224.1298828125
"1554",3222.3701171875
"1555",3232.09008789062
"1556",3244.3701171875
"1557",3252.8701171875
"1558",3242.32006835938
"1559",3245.1201171875
"1560",3258.92993164062
"1561",3249.07006835938
"1562",3237.59008789062
"1563",3229.10009765625
"1564",3254.18994140625
"1565",3222.60009765625
"1566",3245
"1567",3235.30004882812
"1568",3252.47998046875
"1569",3256.52001953125
"1570",3267.52001953125
"1571",3239.169921875
"1572",3254.86010742188
"1573",3218.60009765625
"1574",3224.97998046875
"1575",3203.86010742188
"1576",3222.25
"1577",3237.86010742188
"1578",3297.25
"1579",3300.15991210938
"1580",3294.94995117188
"1581",3216.48999023438
"1582",3264.6298828125
"1583",3204.669921875
"1584",3166.36010742188
"1585",3206.06005859375
"1586",3233.55004882812
"1587",3269.330078125
"1588",3269.64990234375
"1589",3289.98999023438
"1590",3279.26000976562
"1591",3307.02001953125
"1592",3328.7900390625
"1593",3299.1298828125
"1594",3340.6201171875
"1595",3378.6298828125
"1596",3392.96997070312
"1597",3396.6298828125
"1598",3413.27001953125
"1599",3409.169921875
"1600",3436.580078125
"1601",3438.7900390625
"1602",3462.61010742188
"1603",3471.6201171875
"1604",3465.23999023438
"1605",3498.96997070312
"1606",3496.42993164062
"1607",3502.1201171875
"1608",3463.30004882812
"1609",3459.419921875
"1610",3459.13989257812
"1611",3488.88989257812
"1612",3467.52001953125
"1613",3491.30004882812
"1614",3455.90991210938
"1615",3465.3701171875
"1616",3445.26000976562
"1617",3401.47998046875
"1618",3424.05004882812
"1619",3469.21997070312
"1620",3473.77001953125
"1621",3436.94995117188
"1622",3400.42993164062
"1623",3445.36010742188
"1624",3423.56005859375
"1625",3452.1298828125
"1626",3482.17993164062
"1627",3443.19995117188
"1628",3364.63989257812
"1629",3357.25
"1630",3320.76000976562
"1631",3347.88989257812
"1632",3376.21997070312
"1633",3401.86010742188
"1634",3403.25
"1635",3434.48999023438
"1636",3433.39990234375
"1637",3443.669921875
"1638",3479.3798828125
"1639",3484.830078125
"1640",3504.26000976562
"1641",3520.76000976562
"1642",3578.30004882812
"1643",3600.080078125
"1644",3607.48999023438
"1645",3598.5
"1646",3610
"1647",3611.28002929688
"1648",3587.61010742188
"1649",3600.38989257812
"1650",3579.27001953125
"1651",3579.60009765625
"1652",3605.18994140625
"1653",3613.15991210938
"1654",3599.13989257812
"1655",3616.46997070312
"1656",3626.3701171875
"1657",3675.73999023438
"1658",3689.59008789062
"1659",3692.94995117188
"1660",3665.77001953125
"1661",3654.01000976562
"1662",3669.1201171875
"1663",3660.11010742188
"1664",3669.94995117188
"1665",3684.43994140625
"1666",3669.27001953125
"1667",3606.1201171875
"1668",3602.78002929688
"1669",3589.09008789062
"1670",3613.59008789062
"1671",3599.7900390625
"1672",3638.7099609375
"1673",3657.7900390625
"1674",3657.57006835938
"1675",3578.52001953125
"1676",3593.35009765625
"1677",3620.30004882812
"1678",3589.8701171875
"1679",3612.61010742188
"1680",3649.0400390625
"1681",3658.78002929688
"1682",3660.01000976562
"1683",3706.17993164062
"1684",3729.02001953125
"1685",3725.01000976562
"1686",3715.96997070312
"1687",3722.17993164062
"1688",3717.85009765625
"1689",3745.69995117188
"1690",3783.63989257812
"1691",3789.3798828125
"1692",3774.72998046875
"1693",3765.2900390625
"1694",3768.25
"1695",3761.10009765625
"1696",3787.42993164062
"1697",3781.59008789062
"1698",3771.47998046875
"1699",3817.97998046875
"1700",3815.02001953125
"1701",3774.34008789062
"1702",3807.75
"1703",3770.3798828125
"1704",3694.830078125
"1705",3677.78002929688
"1706",3760.75
"1707",3791.8701171875
"1708",3815.28002929688
"1709",3794.01000976562
"1710",3839.42993164062
"1711",3863.14990234375
"1712",3914.28002929688
"1713",3920.05004882812
"1714",3929.57006835938
"1715",3907.07006835938
"1716",3928.9599609375
"1717",3943.36010742188
"1718",3940.1298828125
"1719",3952.34008789062
"1720",3930.6201171875
"1721",3919.7099609375
"1722",3922.0400390625
"1723",3936.59008789062
"1724",3939.86010742188
"1725",3931.94995117188
"1726",3857.330078125
"1727",3919.22998046875
"1728",3919.7900390625
"1729",3919.919921875
"1730",3965.580078125
"1731",3972.73999023438
"1732",3985.96997070312
"1733",3949.07006835938
"1734",3931.55004882812
"1735",3921.27001953125
"1736",3969.15991210938
"1737",3991.64990234375
"1738",3994.57006835938
"1739",4017.75
"1740",4044.75
"1741",4059.88989257812
"1742",4045.26000976562
"1743",4037.19995117188
"1744",4038
"1745",4033.169921875
"1746",4062.52001953125
"1747",4068.75
"1748",4060.48999023438
"1749",4003.81005859375
"1750",3998.39990234375
"1751",4000.97998046875
"1752",4029.52001953125
"1753",4023.67993164062
"1754",4070.06005859375
"1755",4058.13989257812
"1756",4104.740234375
"1757",4148.89990234375
"1758",4155.419921875
"1759",4167.18017578125
"1760",4156.58984375
"1761",4154.2001953125
"1762",4176.58984375
"1763",4143.06982421875
"1764",4131.91015625
"1765",4113.68017578125
"1766",4153.18017578125
"1767",4165.60986328125
"1768",4156.18994140625
"1769",4174.669921875
"1770",4113.2998046875
"1771",4183.02001953125
"1772",4214.8798828125
"1773",4218.68994140625
"1774",4197.580078125
"1775",4225.759765625
"1776",4243
"1777",4218.8798828125
"1778",4128.169921875
"1779",4083.61010742188
"1780",4097.9599609375
"1781",4051.42993164062
"1782",4123.1298828125
"1783",4103.8798828125
"1784",3996.9599609375
"1785",4031.52001953125
"1786",4011.55004882812
"1787",4057.1201171875
"1788",4125.85986328125
"1789",4148.169921875
"1790",4191.0498046875
"1791",4201.2900390625
"1792",4240.669921875
"1793",4244.02001953125
"1794",4272.77978515625
"1795",4237.9501953125
"1796",4267.5498046875
"1797",4263.41015625
"1798",4292.97021484375
"1799",4287.58984375
"1800",4292.06005859375
"1801",4318.93017578125
"1802",4308.1201171875
"1803",4277.2998046875
"1804",4351.97021484375
"1805",4357.97021484375
"1806",4352.1298828125
"1807",4336.22021484375
"1808",4334.4501953125
"1809",4307.18994140625
"1810",4323.330078125
"1811",4260.419921875
"1812",4245.39990234375
"1813",4279.9501953125
"1814",4333.31005859375
"1815",4307.60009765625
"1816",4319.2900390625
"1817",4276.7900390625
"1818",4226.39013671875
"1819",4234.27001953125
"1820",4173.580078125
"1821",4151.22998046875
"1822",4155.759765625
"1823",4198.990234375
"1824",4268.0400390625
"1825",4276.4599609375
"1826",4237.740234375
"1827",4127.72998046875
"1828",4079.75
"1829",4112.990234375
"1830",4183.89990234375
"1831",4054.11010742188
"1832",3999.72998046875
"1833",4022.68994140625
"1834",4034.15991210938
"1835",4086.22998046875
"1836",4095.52001953125
"1837",4121.5498046875
"1838",4161.4599609375
"1839",4126.97021484375
"1840",4148.33984375
"1841",4075.56005859375
"1842",4074.39990234375
"1843",4103.5400390625
"1844",4114.56005859375
"1845",4127.4501953125
"1846",4123.89990234375
"1847",4138.06005859375
"1848",4080.76000976562
"1849",4067.669921875
"1850",4051.5
"1851",4071.8701171875
"1852",4143.85986328125
"1853",4130.169921875
"1854",4100.6298828125
"1855",4069.2900390625
"1856",4090.59008789062
"1857",4125.81005859375
"1858",4096.89013671875
"1859",4131.5400390625
"1860",4154.33984375
"1861",4185.81005859375
"1862",4237.06982421875
"1863",4225.080078125
"1864",4247.9501953125
"1865",4242.6201171875
"1866",4237.2001953125
"1867",4234.080078125
"1868",4251.64013671875
"1869",4296.22998046875
"1870",4321.39990234375
"1871",4336.240234375
"1872",4338
"1873",4331.93017578125
"1874",4297.6298828125
"1875",4310.64990234375
"1876",4321.10009765625
"1877",4337.22998046875
"1878",4362.83984375
"1879",4359.330078125
"1880",4368.0400390625
"1881",4368.68017578125
"1882",4350.35009765625
"1883",4379.759765625
"1884",4379.0498046875
"1885",4397.93017578125
"1886",4408.18017578125
"1887",4458.64990234375
"1888",4457.72998046875
"1889",4485.93017578125
"1890",4451.52978515625
"1891",4391.4599609375
"1892",4419.02978515625
"1893",4396.2001953125
"1894",4415.490234375
"1895",4440.419921875
"1896",4416.39013671875
"1897",4425.97021484375
"1898",4363.4501953125
"1899",4432.14990234375
"1900",4424.7001953125
"1901",4456.02001953125
"1902",4473.7001953125
"1903",4472.10986328125
"1904",4449.56005859375
"1905",4444.91015625
"1906",4442.7001953125
"1907",4462.89990234375
"1908",4369.77001953125
"1909",4352.64013671875
"1910",4383.89013671875
"1911",4352.83984375
"1912",4355.0498046875
"1913",4334.97021484375
"1914",4370.89990234375
"1915",4401.330078125
"1916",4389.25
"1917",4434.1298828125
"1918",4453
"1919",4464.93017578125
"1920",4508.31005859375
"1921",4527.509765625
"1922",4526.47998046875
"1923",4532.10009765625
"1924",4538.5498046875
"1925",4557.35009765625
"1926",4570.64013671875
"1927",4569.6201171875
"1928",4557.7001953125
"1929",4580.27001953125
"1930",4598.18994140625
"1931",4572.56005859375
"1932",4562.2900390625
"1933",4582.89990234375
"1934",4592.2900390625
"1935",4552.2900390625
"1936",4586.52001953125
"1937",4591.81005859375
"1938",4567.60009765625
"1939",4518.89990234375
"1940",4552.759765625
"1941",4562.18994140625
"1942",4593.43017578125
"1943",4579.7900390625
"1944",4527.68994140625
"1945",4508.68994140625
"1946",4555.22021484375
"1947",4466.75
"1948",4512.18994140625
"1949",4505.85009765625
"1950",4493.39013671875
"1951",4422.08984375
"1952",4430.2001953125
"1953",4475.6201171875
"1954",4454.7998046875
"1955",4385.2001953125
"1956",4468.58984375
"1957",4378.33984375
"1958",4276.240234375
"1959",4213.66015625
"1960",4227.169921875
"1961",4215.31982421875
"1962",4217.39013671875
"1963",4258.43994140625
"1964",4316.06982421875
"1965",4419.47998046875
"1966",4382.85009765625
"1967",4452.7900390625
"1968",4483.72021484375
"1969",4485.93017578125
"1970",4564.2900390625
"1971",4549.22998046875
"1972",4566.14013671875
"1973",4630.740234375
"1974",4638.91015625
"1975",4623.64013671875
"1976",4620.72021484375
"1977",4638.47021484375
"1978",4632.52978515625
"1979",4651.6201171875
"1980",4660.56005859375
"1981",4675.14013671875
"1982",4680.14013671875
"1983",4688.5400390625
"1984",4671
"1985",4702.43994140625
"1986",4675.7099609375
"1987",4701.8701171875
"1988",4712.97021484375
"1989",4754.89013671875
"1990",4758.25
"1991",4787.31982421875
"1992",4791.6298828125
"1993",4727.35009765625
"1994",4755.81005859375
"1995",4774.47021484375
"1996",4769.43994140625
"1997",4780.759765625
"1998",4740.68994140625
"1999",4766.47021484375
"2000",4684.02001953125
"2001",4708.16015625
"2002",4653.60009765625
"2003",4605.16015625
"2004",4547.830078125
"2005",4644.31005859375
"2006",4748.39990234375
"2007",4765.3798828125
"2008",4781.419921875
"2009",4765.419921875
"2010",4773.47021484375
"2011",4806.85986328125
"2012",4806.91015625
"2013",4777.43994140625
"2014",4736.0498046875
"2015",4726.81005859375
"2016",4652.56982421875
"2017",4592.740234375
"2018",4650.47021484375
"2019",4736.18994140625
"2020",4704.06982421875
"2021",4664.7099609375
"2022",4661.5
"2023",4639.31982421875
"2024",4570.81982421875
"2025",4634.3798828125
"2026",4654.85009765625
"2027",4667.419921875
"2028",4750.39990234375
"2029",4757.8798828125
"2030",4771.759765625
"2031",4681.5
"2032",4637.990234375
"2033",4683.41015625
"2034",4635.240234375
"2035",4676.68994140625
"2036",4727.740234375
"2037",4716.7001953125
"2038",4765.10009765625
"2039",4744.39990234375
"2040",4726.009765625
"2041",4787.64013671875
"2042",4801.18017578125
"2043",4857.60986328125
"2044",4893.83984375
"2045",4899.27001953125
"2046",4906.35986328125
"2047",4924.7001953125
"2048",4955.97021484375
"2049",4960.97021484375
"2050",4968.1201171875
"2051",4967.14013671875
"2052",4987.89013671875
"2053",4963.52978515625
"2054",5008.10009765625
"2055",4979.89990234375
"2056",4967.14013671875
"2057",4982.81005859375
"2058",4927.3701171875
"2059",4942.43994140625
"2060",4859.7900390625
"2061",4849.93994140625
"2062",4893.2900390625
"2063",4871.759765625
"2064",4929.509765625
"2065",4937.43017578125
"2066",4982.830078125
"2067",4992.3798828125
"2068",5026.419921875
"2069",5010.97021484375
"2070",4994.72998046875
"2071",4876.52001953125
"2072",4863.35986328125
"2073",4891.22021484375
"2074",4947.43994140625
"2075",4900.8798828125
"2076",4880.22998046875
"2077",4886.93994140625
"2078",4917.31982421875
"2079",4910.22998046875
"2080",4950.81982421875
"2081",4974.56005859375
"2082",4995.97998046875
"2083",4988.25
"2084",4977.2900390625
"2085",5011.02001953125
"2086",5007.7900390625
"2087",4931.81005859375
"2088",4994.60009765625
"2089",5014.10009765625
"2090",5035.169921875
"2091",5056.06005859375
"2092",5092.080078125
"2093",5060.25
"2094",5055.419921875
"2095",5023.64013671875
"2096",4941.419921875
"2097",5005.39013671875
"2098",5016.93017578125
"2099",4939.330078125
"2100",4919.64013671875
"2101",4945.5400390625
"2102",5003.5498046875
"2103",4993.56982421875
"2104",4976.18994140625
"2105",4981.68994140625
"2106",5050.7998046875
"2107",5048.2900390625
"2108",5078.43994140625
"2109",5070.02978515625
"2110",5071.740234375
"2111",5090.7900390625
"2112",5089.35986328125
"2113",5032.75
"2114",5106.58984375
"2115",5097.97998046875
"2116",5070.02978515625
"2117",5082.93017578125
"2118",5076.52001953125
"2119",5099.22998046875
"2120",5059.1201171875
"2121",5068.4599609375
"2122",5021.6298828125
"2123",5013.8701171875
"2124",5076.68994140625
"2125",5082.509765625
"2126",5051.10009765625
"2127",5029.97021484375
"2128",5055.5498046875
"2129",5064.8798828125
"2130",5132.9501953125
"2131",5117
"2132",5153.97021484375
"2133",5160.08984375
"2134",5122.41015625
"2135",5112.18994140625
"2136",5080.509765625
"2137",4958.47021484375
"2138",4986.8701171875
"2139",5013.1201171875
"2140",5009.2099609375
"2141",4991.93994140625
"2142",4997.4599609375
"2143",4909.759765625
"2144",4922.39990234375
"2145",4997.7001953125
"2146",5071.509765625
"2147",5104.89013671875
"2148",5098.93994140625
"2149",5163.18017578125
"2150",5210.14013671875
"2151",5218.85986328125
"2152",5208.1201171875
"2153",5171.77001953125
"2154",5146.41015625
"2155",5088.6298828125
"2156",5039.77978515625
"2157",5089.2099609375
"2158",5111.72998046875
"2159",5128.77978515625
"2160",5128.27978515625
"2161",5115.3798828125
"2162",5105.5498046875
"2163",5139.93994140625
"2164",5056.43994140625
"2165",5043.5400390625
"2166",5101.7998046875
"2167",5036.7900390625
"2168",5044.39013671875
"2169",5033.56005859375
"2170",5048.240234375
"2171",5091.7001953125
"2172",5059.35009765625
"2173",5019.0498046875
"2174",4877.490234375
"2175",4706.0400390625
"2176",4526.25
"2177",4506.490234375
"2178",4697.5400390625
"2179",4812.7099609375
"2180",4828.31982421875
"2181",4776.509765625
"2182",4636.10009765625
"2183",4749.97998046875
"2184",4733.5
"2185",4683.919921875
"2186",4811.93017578125
"2187",4756.52978515625
"2188",4796.25
"2189",4822.33984375
"2190",4805.759765625
"2191",4860.52001953125
"2192",4889.240234375
"2193",4893.9501953125
"2194",4827.22998046875
"2195",4828.9501953125
"2196",4756.72021484375
"2197",4752.740234375
"2198",4734.47998046875
"2199",4686.5
"2200",4543.97021484375
"2201",4517.31982421875
"2202",4620.16015625
"2203",4627.080078125
"2204",4707.77978515625
"2205",4781.259765625
"2206",4748.35986328125
"2207",4791.14990234375
"2208",4810.7900390625
"2209",4830.47021484375
"2210",4838.64013671875
"2211",4796.60986328125
"2212",4782.85009765625
"2213",4870.10009765625
"2214",4886.68994140625
"2215",4905.47021484375
"2216",4880.97021484375
"2217",4840.1201171875
"2218",4920.0498046875
"2219",5031.85986328125
"2220",5034.7001953125
"2221",5030.14990234375
"2222",5095.68994140625
"2223",5074.27001953125
"2224",5053.75
"2225",5127.14990234375
"2226",5145.1298828125
"2227",5142.47998046875
"2228",5127.740234375
"2229",5147.1201171875
"2230",5095.2998046875
"2231",5083.240234375
"2232",5067.02001953125
"2233",5005.080078125
"2234",4927.8798828125
"2235",4984.6201171875
"2236",4986.02001953125
"2237",5075.2001953125
"2238",5073.64013671875
"2239",5104.919921875
"2240",5102.47998046875
"2241",5102.81005859375
"2242",5116.14013671875
"2243",5127.52001953125
"2244",5108.669921875
"2245",5156.31005859375
"2246",5123.22021484375
"2247",5037.52978515625
"2248",5142.27001953125
"2249",5101.81005859375
"2250",5098.240234375
"2251",5022.8701171875
"2252",5045.169921875
"2253",4933.47021484375
"2254",4952.22998046875
"2255",4995.35986328125
"2256",5071.1298828125
"2257",5002.5498046875
"2258",4923.080078125
"2259",4968.919921875
"2260",5001.10986328125
"2261",5045.93017578125
"2262",5048.490234375
"2263",5040.990234375
"2264",5107.93994140625
"2265",5065.85009765625
"2266",5007.41015625
"2267",4903.08984375
"2268",4891.43017578125
"2269",4835.759765625
"2270",4689.43017578125
"2271",4643.6298828125
"2272",4637.990234375
"2273",4685.919921875
"2274",4526.06005859375
"2275",4615
"2276",4488.419921875
"2277",4476.9501953125
"2278",4471.68994140625
"2279",4472.06005859375
"2280",4591.18017578125
"2281",4518.490234375
"2282",4567.669921875
"2283",4468.169921875
"2284",4506.68017578125
"2285",4613.9501953125
"2286",4620.3701171875
"2287",4516.9501953125
"2288",4504.240234375
"2289",4509.56005859375
"2290",4363.14013671875
"2291",4283.75
"2292",4268.759765625
"2293",4283.58984375
"2294",4266.83984375
"2295",4337.509765625
"2296",4435.9599609375
"2297",4534.06005859375
"2298",4487.5400390625
"2299",4504.43017578125
"2300",4570.60986328125
"2301",4503.580078125
"2302",4542.60986328125
"2303",4582.2001953125
"2304",4590.47021484375
"2305",4557.9501953125
"2306",4689.60009765625
"2307",4703.419921875
"2308",4707.419921875
"2309",4717.02001953125
"2310",4708.25
"2311",4648.81982421875
"2312",4674.3798828125
"2313",4662.16015625
"2314",4748.47021484375
"2315",4750.27978515625
"2316",4728.669921875
"2317",4763.97021484375
"2318",4774.990234375
"2319",4795.64990234375
"2320",4808.8701171875
"2321",4821.66015625
"2322",4768.85986328125
"2323",4773.5
"2324",4766.7900390625
"2325",4846.6201171875
"2326",4869.2900390625
"2327",4869.85009765625
"2328",4914.5400390625
"2329",4891.7998046875
"2330",4843.93017578125
"2331",4920.72021484375
"2332",4848.3701171875
"2333",4850.68994140625
"2334",4833.39990234375
"2335",4872.08984375
"2336",4947.419921875
"2337",4945.89013671875
"2338",4938.22021484375
"2339",4960.02001953125
"2340",4940.330078125
"2341",4948.1298828125
"2342",4945.89013671875
"2343",4906.22998046875
"2344",4895.7900390625
"2345",4888.27978515625
"2346",4863.14013671875
"2347",4805.2900390625
"2348",4775.35986328125
"2349",4817.58984375
"2350",4763.22021484375
"2351",4725.64013671875
"2352",4717.08984375
"2353",4736.16015625
"2354",4750.2099609375
"2355",4809.8798828125
"2356",4760.68994140625
"2357",4737.330078125
"2358",4717.68017578125
"2359",4775.4599609375
"2360",4715.72998046875
"2361",4739.1201171875
"2362",4712.52978515625
"2363",4769.56005859375
"2364",4765.77978515625
"2365",4861.06005859375
"2366",4894.89013671875
"2367",4901.77001953125
"2368",4933.5
"2369",4948.0498046875
"2370",4952.25
"2371",4971.35986328125
"2372",4942.52001953125
"2373",4968.7099609375
"2374",4961.75
"2375",4974.64013671875
"2376",4958.6201171875
"2377",4894.5498046875
"2378",4848.43994140625
"2379",4843.5498046875
"2380",4834.93017578125
"2381",4844.919921875
"2382",4800.33984375
"2383",4837.2099609375
"2384",4843.759765625
"2385",4833.31982421875
"2386",4910.0400390625
"2387",4707.97998046875
"2388",4594.43994140625
"2389",4691.8701171875
"2390",4779.25
"2391",4842.669921875
"2392",4862.56982421875
"2393",4822.89990234375
"2394",4859.16015625
"2395",4876.81005859375
"2396",4956.759765625
"2397",4988.64013671875
"2398",5022.81982421875
"2399",5005.72998046875
"2400",5034.06005859375
"2401",5029.58984375
"2402",5055.77978515625
"2403",5036.3701171875
"2404",5089.93017578125
"2405",5073.89990234375
"2406",5100.16015625
"2407",5097.6298828125
"2408",5110.0498046875
"2409",5139.81005859375
"2410",5154.97998046875
"2411",5162.1298828125
"2412",5184.2001953125
"2413",5137.72998046875
"2414",5159.740234375
"2415",5166.25
"2416",5221.1201171875
"2417",5213.14013671875
"2418",5225.47998046875
"2419",5204.580078125
"2420",5228.39990234375
"2421",5232.89013671875
"2422",5262.02001953125
"2423",5227.10986328125
"2424",5228.66015625
"2425",5240.14990234375
"2426",5238.3798828125
"2427",5244.60009765625
"2428",5260.080078125
"2429",5217.68994140625
"2430",5212.2001953125
"2431",5218.919921875
"2432",5232.330078125
"2433",5222.990234375
"2434",5213.22021484375
"2435",5227.2099609375
"2436",5249.89990234375
"2437",5275.91015625
"2438",5283.93017578125
"2439",5259.47998046875
"2440",5125.91015625
"2441",5211.89013671875
"2442",5155.25
"2443",5173.77001953125
"2444",5249.68994140625
"2445",5244.56982421875
"2446",5235.02978515625
"2447",5241.35009765625
"2448",5295.18017578125
"2449",5339.52001953125
"2450",5305.75
"2451",5257.490234375
"2452",5305.7099609375
"2453",5318.5498046875
"2454",5269.14990234375
"2455",5312
"2456",5300.8701171875
"2457",5289.66015625
"2458",5316.02001953125
"2459",5306.85009765625
"2460",5292.39990234375
"2461",5328.669921875
