"","GC=F.Adjusted"
"1401",1582.5
"1402",1577.09997558594
"1403",1576
"1404",1608
"1405",1615
"1406",1617.90002441406
"1407",1619.69995117188
"1408",1610.5
"1409",1603.69995117188
"1410",1587.40002441406
"1411",1606
"1412",1612.90002441406
"1413",1609.69995117188
"1414",1612.90002441406
"1415",1617.09997558594
"1416",1619.69995117188
"1417",1609.59997558594
"1418",1599.40002441406
"1419",1603.69995117188
"1420",1616.09997558594
"1421",1616.30004882812
"1422",1620.09997558594
"1423",1639.90002441406
"1424",1637.40002441406
"1425",1669.59997558594
"1426",1669.80004882812
"1427",1672.40002441406
"1428",1666.5
"1429",1659.80004882812
"1430",1653.5
"1431",1684.59997558594
"1432",1692.90002441406
"1433",1690.80004882812
"1434",1702.59997558594
"1435",1737.5
"1436",1728.69995117188
"1437",1731.80004882812
"1438",1730.59997558594
"1439",1769.09997558594
"1440",1769.80004882812
"1441",1767.69995117188
"1442",1768.40002441406
"1443",1769
"1444",1767.69995117188
"1445",1775.5
"1446",1762.09997558594
"1447",1763.80004882812
"1448",1750.59997558594
"1449",1777.59997558594
"1450",1771.09997558594
"1451",1780.5
"1452",1772.69995117188
"1453",1777.30004882812
"1454",1794.09997558594
"1455",1778.59997558594
"1456",1773.5
"1457",1763
"1458",1763.19995117188
"1459",1768.80004882812
"1460",1758
"1461",1736
"1462",1744.69995117188
"1463",1751.5
"1464",1743.30004882812
"1465",1722.80004882812
"1466",1725.09997558594
"1467",1708.30004882812
"1468",1700.5
"1469",1712
"1470",1710.90002441406
"1471",1717.5
"1472",1714.09997558594
"1473",1674.09997558594
"1474",1682.19995117188
"1475",1714.09997558594
"1476",1713.19995117188
"1477",1725.40002441406
"1478",1730.30004882812
"1479",1730.30004882812
"1480",1724.19995117188
"1481",1729.5
"1482",1713.30004882812
"1483",1714.30004882812
"1484",1734
"1485",1723.19995117188
"1486",1727.90002441406
"1487",1751.30004882812
"1488",1749.5
"1489",1742.19995117188
"1490",1716.5
"1491",1727.19995117188
"1492",1710.90002441406
"1493",1719.59997558594
"1494",1694.40002441406
"1495",1692.40002441406
"1496",1700.30004882812
"1497",1704
"1498",1713
"1499",1708.19995117188
"1500",1716.59997558594
"1501",1695.59997558594
"1502",1695.80004882812
"1503",1697
"1504",1669.5
"1505",1666.5
"1506",1644.90002441406
"1507",1659.09997558594
"1508",1658.59997558594
"1509",1659.80004882812
"1510",1662.59997558594
"1511",1654.90002441406
"1512",1674.80004882812
"1513",1687.90002441406
"1514",1673.69995117188
"1515",1648.09997558594
"1516",1645.5
"1517",1661.5
"1518",1654.80004882812
"1519",1677.30004882812
"1520",1660
"1521",1668.90002441406
"1522",1683.40002441406
"1523",1682.69995117188
"1524",1690.40002441406
"1525",1686.59997558594
"1526",1692.80004882812
"1527",1686.30004882812
"1528",1669.5
"1529",1656.40002441406
"1530",1652.40002441406
"1531",1660.69995117188
"1532",1679.90002441406
"1533",1660.59997558594
"1534",1669.40002441406
"1535",1675.30004882812
"1536",1672.40002441406
"1537",1677.69995117188
"1538",1670.40002441406
"1539",1666
"1540",1648.19995117188
"1541",1648.69995117188
"1542",1644.19995117188
"1543",1634.69995117188
"1544",1608.80004882812
"1545",1603.59997558594
"1546",1577.59997558594
"1547",1578.19995117188
"1548",1572.40002441406
"1549",1586.19995117188
"1550",1615.19995117188
"1551",1595.19995117188
"1552",1577.69995117188
"1553",1571.90002441406
"1554",1572.09997558594
"1555",1574.59997558594
"1556",1574.59997558594
"1557",1574.80004882812
"1558",1576.59997558594
"1559",1577.80004882812
"1560",1591.5
"1561",1588.30004882812
"1562",1590.59997558594
"1563",1592.5
"1564",1604.59997558594
"1565",1611.30004882812
"1566",1607.5
"1567",1613.80004882812
"1568",1606.19995117188
"1569",1604.59997558594
"1570",1595.80004882812
"1571",1606.19995117188
"1572",1594.80004882812
"1573",NA
"1574",1600
"1575",1575.09997558594
"1576",1552.80004882812
"1577",1551.80004882812
"1578",1575.40002441406
"1579",1572
"1580",1586.19995117188
"1581",1558.30004882812
"1582",1564.30004882812
"1583",1501
"1584",1360.59997558594
"1585",1386.80004882812
"1586",1382.19995117188
"1587",1392
"1588",1395.30004882812
"1589",1421
"1590",1408.59997558594
"1591",1423.40002441406
"1592",1461.80004882812
"1593",1453.59997558594
"1594",1467.40002441406
"1595",1472.19995117188
"1596",1446.30004882812
"1597",1467.69995117188
"1598",1464.30004882812
"1599",1468.09997558594
"1600",1449
"1601",1473.90002441406
"1602",1468.80004882812
"1603",1436.80004882812
"1604",1434.5
"1605",1424.69995117188
"1606",1396.5
"1607",1387.09997558594
"1608",1364.90002441406
"1609",1384.30004882812
"1610",1377.80004882812
"1611",1367.59997558594
"1612",1392
"1613",1386.80004882812
"1614",1379.09997558594
"1615",1391.30004882812
"1616",1411.5
"1617",1392.59997558594
"1618",1411.69995117188
"1619",1397.09997558594
"1620",1398.40002441406
"1621",1415.69995117188
"1622",1383
"1623",1386.19995117188
"1624",1377
"1625",1391.80004882812
"1626",1377.59997558594
"1627",1387.30004882812
"1628",1382.80004882812
"1629",1366.59997558594
"1630",1373.59997558594
"1631",1285.90002441406
"1632",1291.59997558594
"1633",1276.80004882812
"1634",1274.80004882812
"1635",1229.59997558594
"1636",1211.40002441406
"1637",1223.80004882812
"1638",1255.90002441406
"1639",1243.59997558594
"1640",1252.09997558594
"1641",1212.90002441406
"1642",1234.90002441406
"1643",1245.90002441406
"1644",1247.40002441406
"1645",1280.09997558594
"1646",1277.80004882812
"1647",1283.80004882812
"1648",1290.80004882812
"1649",1277.90002441406
"1650",1284.59997558594
"1651",1293.30004882812
"1652",1336.40002441406
"1653",1335.09997558594
"1654",1319.69995117188
"1655",1329
"1656",1321.69995117188
"1657",1328.40002441406
"1658",1324
"1659",1312.40002441406
"1660",1311
"1661",1310.59997558594
"1662",1302.59997558594
"1663",1283.19995117188
"1664",1286.09997558594
"1665",1310.69995117188
"1666",1312.90002441406
"1667",1334.69995117188
"1668",1321.19995117188
"1669",1334
"1670",1361.59997558594
"1671",1371.69995117188
"1672",1366.19995117188
"1673",1373.09997558594
"1674",1370.59997558594
"1675",1371.19995117188
"1676",1395.69995117188
"1677",1393
"1678",1420.59997558594
"1679",1419
"1680",1412.90002441406
"1681",1396.09997558594
"1682",1412
"1683",1389.90002441406
"1684",1373.09997558594
"1685",1386.69995117188
"1686",1386.80004882812
"1687",1364.09997558594
"1688",1363.90002441406
"1689",1330.40002441406
"1690",1308.40002441406
"1691",1317.90002441406
"1692",1309.5
"1693",1307.80004882812
"1694",1369.40002441406
"1695",1332.5
"1696",1326.90002441406
"1697",1316
"1698",1335.90002441406
"1699",1323.59997558594
"1700",1338.40002441406
"1701",1326.5
"1702",1286
"1703",1320.59997558594
"1704",1317.40002441406
"1705",1309.69995117188
"1706",1324.80004882812
"1707",1324.19995117188
"1708",1306.90002441406
"1709",1296.59997558594
"1710",1268
"1711",1276.40002441406
"1712",1273
"1713",1282
"1714",1322.69995117188
"1715",1314.40002441406
"1716",1315.69995117188
"1717",1342.5
"1718",1333.90002441406
"1719",1350.19995117188
"1720",1352.40002441406
"1721",1352
"1722",1345.19995117188
"1723",1349
"1724",1323.59997558594
"1725",1313.09997558594
"1726",1314.59997558594
"1727",1308
"1728",1317.69995117188
"1729",1308.40002441406
"1730",1284.5
"1731",1281
"1732",1271.09997558594
"1733",1268.30004882812
"1734",1286.19995117188
"1735",1287.30004882812
"1736",1272.19995117188
"1737",1273.40002441406
"1738",1257.90002441406
"1739",1243.5
"1740",1244
"1741",1241.09997558594
"1742",1241.40002441406
"1743",1237.80004882812
"1744",1250.59997558594
"1745",1222.30004882812
"1746",1221.69995117188
"1747",1248.19995117188
"1748",1233.19995117188
"1749",1230.30004882812
"1750",1235.30004882812
"1751",1262.40002441406
"1752",1258.5
"1753",1226
"1754",1235.69995117188
"1755",1245.5
"1756",1231.19995117188
"1757",1236.09997558594
"1758",1195
"1759",1205.09997558594
"1760",1198.40002441406
"1761",1205.09997558594
"1762",1214.09997558594
"1763",1216.09997558594
"1764",1203.09997558594
"1765",1201.90002441406
"1766",1225
"1767",1238.40002441406
"1768",1237.80004882812
"1769",1229.40002441406
"1770",1225.30004882812
"1771",1229.30004882812
"1772",1246.69995117188
"1773",1250.90002441406
"1774",1245.19995117188
"1775",1238.09997558594
"1776",1240
"1777",1251.69995117188
"1778",1242.30004882812
"1779",1239
"1780",1262.59997558594
"1781",1264.5
"1782",1263.59997558594
"1783",1251
"1784",1262.19995117188
"1785",1242.19995117188
"1786",1240.09997558594
"1787",1260.40002441406
"1788",1251.69995117188
"1789",1257.30004882812
"1790",1257.59997558594
"1791",1263.30004882812
"1792",1274.80004882812
"1793",1290.09997558594
"1794",1295.30004882812
"1795",1300.40002441406
"1796",1319
"1797",1324.69995117188
"1798",1320.59997558594
"1799",1317.09997558594
"1800",1323.90002441406
"1801",1338.30004882812
"1802",1343
"1803",1328.19995117188
"1804",1331.59997558594
"1805",1321.40002441406
"1806",1350.09997558594
"1807",1337.80004882812
"1808",1340.19995117188
"1809",1351.69995117188
"1810",1338.09997558594
"1811",1341.40002441406
"1812",1346.5
"1813",1370.30004882812
"1814",1372.19995117188
"1815",1379
"1816",1372.90002441406
"1817",1359
"1818",1341.40002441406
"1819",1330.5
"1820",1336
"1821",1311.19995117188
"1822",1311.40002441406
"1823",1303.40002441406
"1824",1294.69995117188
"1825",1293.80004882812
"1826",1283.40002441406
"1827",1279.59997558594
"1828",1290.5
"1829",1284.40002441406
"1830",1303.19995117188
"1831",1298
"1832",1308.69995117188
"1833",1305.5
"1834",1320.09997558594
"1835",1318.69995117188
"1836",1327.19995117188
"1837",1300
"1838",1303.09997558594
"1839",1293.40002441406
"1840",1288
"1841",1280.59997558594
"1842",1284.19995117188
"1843",1290.5
"1844",1300.69995117188
"1845",1298.90002441406
"1846",1296
"1847",1295.59997558594
"1848",1283.09997558594
"1849",1302.59997558594
"1850",1309
"1851",1308.30004882812
"1852",1288.59997558594
"1853",1287.40002441406
"1854",1287.30004882812
"1855",1295.59997558594
"1856",1294.59997558594
"1857",1305.69995117188
"1858",1293.5
"1859",1293.30004882812
"1860",1293.69995117188
"1861",1294.5
"1862",1288
"1863",1294.90002441406
"1864",1291.59997558594
"1865",1265.40002441406
"1866",1259.30004882812
"1867",1256.30004882812
"1868",1245.59997558594
"1869",1243.69995117188
"1870",1244.30004882812
"1871",1244
"1872",1253
"1873",1252.09997558594
"1874",1253.5
"1875",1259.80004882812
"1876",1260.80004882812
"1877",1273.59997558594
"1878",1273.69995117188
"1879",1274.90002441406
"1880",1271.69995117188
"1881",1272.40002441406
"1882",1313.69995117188
"1883",1316.19995117188
"1884",1318
"1885",1320.90002441406
"1886",1322.19995117188
"1887",1316.09997558594
"1888",1319
"1889",1321.80004882812
"1890",1326.40002441406
"1891",1330.69995117188
"1892",1320.40002441406
"1893",1316.5
"1894",1316
"1895",1323.80004882812
"1896",1338.69995117188
"1897",1337
"1898",1306.30004882812
"1899",1296.90002441406
"1900",1299.59997558594
"1901",1316.69995117188
"1902",1309.19995117188
"1903",1313.69995117188
"1904",1306.09997558594
"1905",1304.5
"1906",1290.59997558594
"1907",1303.09997558594
"1908",1303.30004882812
"1909",1298.30004882812
"1910",1294.90002441406
"1911",1281.30004882812
"1912",1293.59997558594
"1913",1287.69995117188
"1914",1284
"1915",1306.69995117188
"1916",1310.80004882812
"1917",1308.90002441406
"1918",1308.5
"1919",1308.80004882812
"1920",1312.80004882812
"1921",1313.90002441406
"1922",1304.5
"1923",1297.69995117188
"1924",1295.09997558594
"1925",1293.40002441406
"1926",1273.69995117188
"1927",1278.59997558594
"1928",1277.30004882812
"1929",1283.80004882812
"1930",1281.90002441406
"1931",1288.69995117188
"1932",1285.80004882812
"1933",1263.69995117188
"1934",1268.90002441406
"1935",1265.09997558594
"1936",1265.80004882812
"1937",1252.69995117188
"1938",1246.80004882812
"1939",1243.5
"1940",1237.40002441406
"1941",1229.90002441406
"1942",1233.59997558594
"1943",1235.19995117188
"1944",1234.40002441406
"1945",1225.69995117188
"1946",1215.30004882812
"1947",1216.80004882812
"1948",1221
"1949",1218.59997558594
"1950",1221.19995117188
"1951",1214.09997558594
"1952",1217.5
"1953",1210.5
"1954",1214.59997558594
"1955",1214.19995117188
"1956",1192.19995117188
"1957",1206.69995117188
"1958",1211.69995117188
"1959",1205.30004882812
"1960",1224.59997558594
"1961",1221
"1962",1229.30004882812
"1963",1233.59997558594
"1964",1244.09997558594
"1965",1240.5
"1966",1238.30004882812
"1967",1244
"1968",1251
"1969",1244.80004882812
"1970",1228.5
"1971",1231.19995117188
"1972",1229.09997558594
"1973",1229.19995117188
"1974",1224.30004882812
"1975",1198.09997558594
"1976",1171.09997558594
"1977",1169.40002441406
"1978",1167.40002441406
"1979",1145.40002441406
"1980",1142.30004882812
"1981",1169.59997558594
"1982",1159.59997558594
"1983",1162.80004882812
"1984",1158.90002441406
"1985",1161.09997558594
"1986",1185
"1987",1183
"1988",1196.69995117188
"1989",1193.59997558594
"1990",1190.69995117188
"1991",1197.5
"1992",1195.5
"1993",1197.09997558594
"1994",1196.59997558594
"1995",1175.19995117188
"1996",1218
"1997",1199.19995117188
"1998",1208.5
"1999",1207.5
"2000",1190.09997558594
"2001",1194.69995117188
"2002",1231.5
"2003",1228.90002441406
"2004",1225.09997558594
"2005",1222
"2006",1207.19995117188
"2007",1193.90002441406
"2008",1194.30004882812
"2009",1194.69995117188
"2010",1195.90002441406
"2011",1179.69995117188
"2012",1177.90002441406
"2013",1173.5
"2014",1195.30004882812
"2015",1181.69995117188
"2016",1200.19995117188
"2017",1183.90002441406
"2018",1186
"2019",1203.90002441406
"2020",1219.30004882812
"2021",1210.59997558594
"2022",1208.40002441406
"2023",1216
"2024",1232.69995117188
"2025",1234.30004882812
"2026",1234.40002441406
"2027",1264.69995117188
"2028",1276.90002441406
"2029",1294.19995117188
"2030",1293.69995117188
"2031",1300.69995117188
"2032",1292.59997558594
"2033",1279.40002441406
"2034",1291.69995117188
"2035",1285.90002441406
"2036",1254.59997558594
"2037",1278.5
"2038",1276.19995117188
"2039",1259.69995117188
"2040",1263.80004882812
"2041",1262
"2042",1233.90002441406
"2043",1240.80004882812
"2044",1231.59997558594
"2045",1219
"2046",1220.09997558594
"2047",1226.5
"2048",1208.09997558594
"2049",1199.69995117188
"2050",1207.09997558594
"2051",1204.40002441406
"2052",1200.30004882812
"2053",1196.90002441406
"2054",1201
"2055",1209.59997558594
"2056",1212.59997558594
"2057",1207.69995117188
"2058",1204
"2059",1200.59997558594
"2060",1195.90002441406
"2061",1164.09997558594
"2062",1166.40002441406
"2063",1160.09997558594
"2064",1150.69995117188
"2065",1152.09997558594
"2066",1152.59997558594
"2067",1153.30004882812
"2068",1148.30004882812
"2069",1151.40002441406
"2070",1169.09997558594
"2071",1184.80004882812
"2072",1188
"2073",1191.69995117188
"2074",1197.30004882812
"2075",1205.09997558594
"2076",1199.80004882812
"2077",1184.80004882812
"2078",1183.09997558594
"2079",1208.09997558594
"2080",1200.90002441406
"2081",1218.59997558594
"2082",1210.59997558594
"2083",1203.09997558594
"2084",1193.59997558594
"2085",1204.59997558594
"2086",1199.30004882812
"2087",1192.80004882812
"2088",1201.5
"2089",1198
"2090",1202.90002441406
"2091",1193.5
"2092",1202.90002441406
"2093",1186.90002441406
"2094",1194.40002441406
"2095",1175.19995117188
"2096",1203.30004882812
"2097",1214
"2098",1209.80004882812
"2099",1182.40002441406
"2100",1174.5
"2101",1186.80004882812
"2102",1193.19995117188
"2103",1190.30004882812
"2104",1182.40002441406
"2105",1189.09997558594
"2106",1183.19995117188
"2107",1192.59997558594
"2108",1218.40002441406
"2109",1225.40002441406
"2110",1225.5
"2111",1227.80004882812
"2112",1206.90002441406
"2113",1208.90002441406
"2114",1204.40002441406
"2115",1204.30004882812
"2116",1187.19995117188
"2117",1185.90002441406
"2118",1188.09997558594
"2119",1189.40002441406
"2120",1188.30004882812
"2121",1194.09997558594
"2122",1184.69995117188
"2123",1174.90002441406
"2124",1167.80004882812
"2125",1173.19995117188
"2126",1177.30004882812
"2127",1186.09997558594
"2128",1179.90002441406
"2129",1178.80004882812
"2130",1185.30004882812
"2131",1180.5
"2132",1176.40002441406
"2133",1201.5
"2134",1201.5
"2135",1183.69995117188
"2136",1176.19995117188
"2137",1172.59997558594
"2138",1171.5
"2139",1172.90002441406
"2140",1178.5
"2141",1171.5
"2142",1169
"2143",1163
"2144",1172.90002441406
"2145",1152.40002441406
"2146",1163.30004882812
"2147",1159
"2148",1157.69995117188
"2149",1155.19995117188
"2150",1153.30004882812
"2151",1147.19995117188
"2152",1143.80004882812
"2153",1131.80004882812
"2154",1106.69995117188
"2155",1103.40002441406
"2156",1091.40002441406
"2157",1094
"2158",1085.59997558594
"2159",1096.5
"2160",1096.30004882812
"2161",1092.69995117188
"2162",1088.40002441406
"2163",1094.90002441406
"2164",1089.40002441406
"2165",1090.69995117188
"2166",1085.69995117188
"2167",1090.19995117188
"2168",1094.09997558594
"2169",1104.19995117188
"2170",1107.59997558594
"2171",1123.19995117188
"2172",1115.69995117188
"2173",1112.90002441406
"2174",1118.59997558594
"2175",1117.09997558594
"2176",1128.09997558594
"2177",1153
"2178",1159.59997558594
"2179",1153.40002441406
"2180",1138.19995117188
"2181",1124.59997558594
"2182",1122.40002441406
"2183",1133.09997558594
"2184",1131.59997558594
"2185",1138.69995117188
"2186",1132.5
"2187",1123.69995117188
"2188",1120.59997558594
"2189",1120.40002441406
"2190",1102.19995117188
"2191",1109.5
"2192",1103.5
"2193",1107.69995117188
"2194",1102.80004882812
"2195",1119.19995117188
"2196",1117.30004882812
"2197",1138.09997558594
"2198",1133.09997558594
"2199",1125
"2200",1131.59997558594
"2201",1153.80004882812
"2202",1146
"2203",1132
"2204",1127.09997558594
"2205",1115.5
"2206",1114.19995117188
"2207",1137.09997558594
"2208",1138.09997558594
"2209",1146.80004882812
"2210",1149
"2211",1144.69995117188
"2212",1156.30004882812
"2213",1164.90002441406
"2214",1165.80004882812
"2215",1180.09997558594
"2216",1187.90002441406
"2217",1183.59997558594
"2218",1173.30004882812
"2219",1178
"2220",1167.59997558594
"2221",1166.59997558594
"2222",1163.30004882812
"2223",1167
"2224",1166.80004882812
"2225",1177.09997558594
"2226",1147.19995117188
"2227",1141.5
"2228",1135.80004882812
"2229",1114.19995117188
"2230",1106.5
"2231",1104.40002441406
"2232",1087.59997558594
"2233",1087.90002441406
"2234",1088.19995117188
"2235",1084.69995117188
"2236",1080.80004882812
"2237",1080.80004882812
"2238",1083.69995117188
"2239",1068.69995117188
"2240",1068.80004882812
"2241",1078
"2242",1076.40002441406
"2243",1066.80004882812
"2244",1074.30004882812
"2245",1070.5
"2246",1056.19995117188
"2247",1065.80004882812
"2248",1063.80004882812
"2249",1054.19995117188
"2250",1061.69995117188
"2251",1084.5
"2252",1076.40002441406
"2253",1076.30004882812
"2254",1077.59997558594
"2255",1073.09997558594
"2256",1076.90002441406
"2257",1064.69995117188
"2258",1062.90002441406
"2259",1078
"2260",1050.80004882812
"2261",1066.19995117188
"2262",1081.90002441406
"2263",1074.80004882812
"2264",1069.40002441406
"2265",1077.19995117188
"2266",1070.5
"2267",1077.5
"2268",1060.09997558594
"2269",1060.30004882812
"2270",1075.09997558594
"2271",1078.40002441406
"2272",1091.90002441406
"2273",1107.69995117188
"2274",1097.80004882812
"2275",1096.5
"2276",1085.59997558594
"2277",1087.5
"2278",1073.90002441406
"2279",1091.5
"2280",NA
"2281",1089.90002441406
"2282",1107.09997558594
"2283",1099.09997558594
"2284",1097.19995117188
"2285",1106.19995117188
"2286",1121.69995117188
"2287",1116.09997558594
"2288",1115.59997558594
"2289",1116.40002441406
"2290",1127.90002441406
"2291",1127.30004882812
"2292",1141.30004882812
"2293",1157.59997558594
"2294",1157.80004882812
"2295",1197.90002441406
"2296",1198.69995117188
"2297",1194.69995117188
"2298",1247.90002441406
"2299",1239.09997558594
"2300",NA
"2301",1207.90002441406
"2302",1211.09997558594
"2303",1226.09997558594
"2304",1230.40002441406
"2305",1209.5
"2306",1222.30004882812
"2307",1238.69995117188
"2308",1238.19995117188
"2309",1219.80004882812
"2310",1233.90002441406
"2311",1230.30004882812
"2312",1241.09997558594
"2313",1257.40002441406
"2314",1269.90002441406
"2315",1263.19995117188
"2316",1262.09997558594
"2317",1256.59997558594
"2318",1272
"2319",1258.69995117188
"2320",1244.40002441406
"2321",1230.40002441406
"2322",1229.30004882812
"2323",1264.5
"2324",1253.80004882812
"2325",1243.80004882812
"2326",1248.19995117188
"2327",1223.69995117188
"2328",1221.40002441406
"2329",1219.90002441406
"2330",1235.59997558594
"2331",1226.90002441406
"2332",1234.19995117188
"2333",1222.19995117188
"2334",1218
"2335",1228.40002441406
"2336",1222.5
"2337",1236.19995117188
"2338",1242.5
"2339",1256.69995117188
"2340",1259.40002441406
"2341",1246.80004882812
"2342",1225
"2343",1233.09997558594
"2344",1233.59997558594
"2345",1253
"2346",1253.19995117188
"2347",1249
"2348",1228.69995117188
"2349",1238.90002441406
"2350",1242.19995117188
"2351",1249.19995117188
"2352",1265.5
"2353",1289.19995117188
"2354",1294.69995117188
"2355",1290.69995117188
"2356",1273.30004882812
"2357",1271.40002441406
"2358",1292.90002441406
"2359",1265.59997558594
"2360",1263.90002441406
"2361",1274.59997558594
"2362",1270.30004882812
"2363",1271.90002441406
"2364",1273.40002441406
"2365",1276.19995117188
"2366",1273.69995117188
"2367",1254.19995117188
"2368",1252.40002441406
"2369",1251.09997558594
"2370",1228.90002441406
"2371",1223.5
"2372",1220.09997558594
"2373",1213.80004882812
"2374",1214.80004882812
"2375",1211.90002441406
"2376",1209.80004882812
"2377",1240.09997558594
"2378",1244.59997558594
"2379",1244.40002441406
"2380",1259.80004882812
"2381",1270.19995117188
"2382",1273.40002441406
"2383",1284.40002441406
"2384",1285.59997558594
"2385",1285.80004882812
"2386",1296.09997558594
"2387",1292.5
"2388",1290
"2389",1270.5
"2390",1268
"2391",1261.19995117188
"2392",1320
"2393",1322.5
"2394",1315.30004882812
"2395",1323.90002441406
"2396",1318.40002441406
"2397",1336.69995117188
"2398",1356.40002441406
"2399",1364.90002441406
"2400",1360.09997558594
"2401",1356.59997558594
"2402",1355
"2403",1334.09997558594
"2404",1342.40002441406
"2405",1331.30004882812
"2406",1326.5
"2407",1328.40002441406
"2408",1331.5
"2409",1318.80004882812
"2410",1330.5
"2411",1323.09997558594
"2412",1319.30004882812
"2413",1320.69995117188
"2414",1326.59997558594
"2415",1332.30004882812
"2416",1349
"2417",1351.40002441406
"2418",1364.40002441406
"2419",1356.09997558594
"2420",1358.80004882812
"2421",1336.40002441406
"2422",1333.40002441406
"2423",1339
"2424",1344.30004882812
"2425",1342.5
"2426",1335.80004882812
"2427",1340.30004882812
"2428",1350.5
"2429",1342.69995117188
"2430",1351.19995117188
"2431",1340.40002441406
"2432",1337.69995117188
"2433",1340.59997558594
"2434",1324.40002441406
"2435",1320.09997558594
"2436",1321.5
"2437",1322.90002441406
"2438",1311.69995117188
"2439",1306.90002441406
"2440",1312.19995117188
"2441",1322.09997558594
"2442",1349.40002441406
"2443",1344.30004882812
"2444",1336.80004882812
"2445",1330.09997558594
"2446",1321
"2447",1319
"2448",1321.5
"2449",1313.5
"2450",1305.80004882812
"2451",1313.5
"2452",1313.69995117188
"2453",1326.90002441406
"2454",1340.40002441406
"2455",1337.19995117188
"2456",1339.69995117188
"2457",1325.90002441406
"2458",1319.40002441406
"2459",1321.69995117188
"2460",1313.30004882812
"2461",1309
"2462",1266.30004882812
"2463",1265.19995117188
"2464",1249.80004882812
"2465",1248.90002441406
"2466",1253
"2467",1251.09997558594
"2468",1255
"2469",1253.09997558594
"2470",1254.40002441406
"2471",1260.80004882812
"2472",1267.90002441406
"2473",1265.59997558594
"2474",1265.90002441406
"2475",1262
"2476",1271.90002441406
"2477",1264.80004882812
"2478",1267.90002441406
"2479",1275.5
"2480",1271.5
"2481",1286.40002441406
"2482",1306.80004882812
"2483",1302.09997558594
"2484",1303.30004882812
"2485",1278.30004882812
"2486",1273.40002441406
"2487",1272.59997558594
"2488",1265.5
"2489",1221.19995117188
"2490",1224
"2491",1223.40002441406
"2492",1216.5
"2493",1208.5
"2494",1209.59997558594
"2495",1211
"2496",1189.09997558594
"2497",1178.19995117188
"2498",1190.59997558594
"2499",1187.90002441406
"2500",1170.80004882812
"2501",1166.90002441406
"2502",1175.09997558594
"2503",1174
"2504",1167.59997558594
"2505",1175
"2506",1169.80004882812
"2507",1159.40002441406
"2508",1163.5
"2509",1156.69995117188
"2510",1161.30004882812
"2511",1127.80004882812
"2512",1135.30004882812
"2513",1140.5
"2514",1131.5
"2515",1131.09997558594
"2516",1128.80004882812
"2517",1131.90002441406
"2518",1137.30004882812
"2519",1139.40002441406
"2520",1156.40002441406
"2521",1150
"2522",1160.40002441406
"2523",1163.80004882812
"2524",1179.69995117188
"2525",1171.90002441406
"2526",1183.5
"2527",1184.19995117188
"2528",1195.59997558594
"2529",1198.90002441406
"2530",1195.30004882812
"2531",1212
"2532",1211.30004882812
"2533",1200.90002441406
"2534",1204.30004882812
"2535",1215
"2536",1210.30004882812
"2537",1197.30004882812
"2538",1189.5
"2539",1188.09997558594
"2540",1193.19995117188
"2541",1208.59997558594
"2542",1205.59997558594
"2543",1216.69995117188
"2544",1218.5
"2545",1230
"2546",1234.19995117188
"2547",1237.59997558594
"2548",1235.09997558594
"2549",1234.40002441406
"2550",1224.40002441406
"2551",1223.90002441406
"2552",1231.69995117188
"2553",1240
"2554",1237.59997558594
"2555",1237.5
"2556",1232
"2557",1250.19995117188
"2558",1256.90002441406
"2559",1257.40002441406
"2560",1252.59997558594
"2561",1248.90002441406
"2562",1231.90002441406
"2563",1225.5
"2564",1224.5
"2565",1215.09997558594
"2566",1208.5
"2567",1202.40002441406
"2568",1200.69995117188
"2569",1202.40002441406
"2570",1201.90002441406
"2571",1200.09997558594
"2572",1226.5
"2573",1229.80004882812
"2574",1233.59997558594
"2575",1246.09997558594
"2576",1249.30004882812
"2577",1246.90002441406
"2578",1248.19995117188
"2579",1255.40002441406
"2580",1255.30004882812
"2581",1253.40002441406
"2582",1245
"2583",1247.30004882812
"2584",1250.80004882812
"2585",1255
"2586",1245.40002441406
"2587",1250.30004882812
"2588",1254.30004882812
"2589",1251.09997558594
"2590",1271.19995117188
"2591",1275.30004882812
"2592",1285.90002441406
"2593",1289.40002441406
"2594",1291.69995117188
"2595",1281.40002441406
"2596",1281.90002441406
"2597",1287.40002441406
"2598",1275.80004882812
"2599",1265.59997558594
"2600",1262.09997558594
"2601",1263.69995117188
"2602",1266.09997558594
"2603",1253.30004882812
"2604",1255.09997558594
"2605",1246.40002441406
"2606",1226.5
"2607",1224.80004882812
"2608",1225.30004882812
"2609",1214.30004882812
"2610",1217.30004882812
"2611",1222.69995117188
"2612",1226.19995117188
"2613",1228.59997558594
"2614",1235
"2615",1257.5
"2616",1251.69995117188
"2617",1252.69995117188
"2618",1260.69995117188
"2619",1254.80004882812
"2620",1252.40002441406
"2621",1255.80004882812
"2622",1267.59997558594
"2623",1262.09997558594
"2624",1272
"2625",1267
"2626",1276.80004882812
"2627",1279.30004882812
"2628",1294.40002441406
"2629",1290.09997558594
"2630",1276.30004882812
"2631",1268.5
"2632",1266.09997558594
"2633",1265.80004882812
"2634",1272.80004882812
"2635",1252.19995117188
"2636",1254
"2637",1244.19995117188
"2638",1241
"2639",1243.40002441406
"2640",1247.59997558594
"2641",1256.19995117188
"2642",1246.30004882812
"2643",1246.40002441406
"2644",1248
"2645",1244.19995117188
"2646",1240.69995117188
"2647",1217.90002441406
"2648",1220.40002441406
"2649",1222.19995117188
"2650",1208.59997558594
