"","GSPC.Adjusted"
"1280",1312.41003417969
"1281",1324.08996582031
"1282",1325.5400390625
"1283",1344.90002441406
"1284",1344.32995605469
"1285",1347.05004882812
"1286",1349.9599609375
"1287",1351.94995117188
"1288",1342.64001464844
"1289",1351.77001953125
"1290",1350.5
"1291",1343.22998046875
"1292",1358.0400390625
"1293",1361.22998046875
"1294",1362.2099609375
"1295",1357.66003417969
"1296",1363.4599609375
"1297",1365.73999023438
"1298",1367.58996582031
"1299",1372.18005371094
"1300",1365.68005371094
"1301",1374.08996582031
"1302",1369.63000488281
"1303",1364.32995605469
"1304",1343.35998535156
"1305",1352.63000488281
"1306",1365.91003417969
"1307",1370.86999511719
"1308",1371.08996582031
"1309",1395.94995117188
"1310",1394.28002929688
"1311",1402.59997558594
"1312",1404.17004394531
"1313",1409.75
"1314",1405.52001953125
"1315",1402.89001464844
"1316",1392.78002929688
"1317",1397.10998535156
"1318",1416.51000976562
"1319",1412.52001953125
"1320",1405.5400390625
"1321",1403.28002929688
"1322",1408.46997070312
"1323",1419.0400390625
"1324",1413.38000488281
"1325",1398.9599609375
"1326",1398.07995605469
"1327",1382.19995117188
"1328",1358.58996582031
"1329",1368.7099609375
"1330",1387.56994628906
"1331",1370.26000976562
"1332",1369.56994628906
"1333",1390.78002929688
"1334",1385.14001464844
"1335",1376.92004394531
"1336",1378.53002929688
"1337",1366.93994140625
"1338",1371.96997070312
"1339",1390.68994140625
"1340",1399.97998046875
"1341",1403.35998535156
"1342",1397.91003417969
"1343",1405.81994628906
"1344",1402.31005859375
"1345",1391.56994628906
"1346",1369.09997558594
"1347",1369.57995605469
"1348",1363.71997070312
"1349",1354.57995605469
"1350",1357.98999023438
"1351",1353.39001464844
"1352",1338.34997558594
"1353",1330.66003417969
"1354",1324.80004882812
"1355",1304.85998535156
"1356",1295.21997070312
"1357",1315.98999023438
"1358",1316.63000488281
"1359",1318.85998535156
"1360",1320.68005371094
"1361",1317.81994628906
"1362",1332.42004394531
"1363",1313.31994628906
"1364",1310.32995605469
"1365",1278.0400390625
"1366",1278.18005371094
"1367",1285.5
"1368",1315.13000488281
"1369",1314.98999023438
"1370",1325.66003417969
"1371",1308.93005371094
"1372",1324.18005371094
"1373",1314.88000488281
"1374",1329.09997558594
"1375",1342.83996582031
"1376",1344.78002929688
"1377",1357.97998046875
"1378",1355.68994140625
"1379",1325.51000976562
"1380",1335.02001953125
"1381",1313.71997070312
"1382",1319.98999023438
"1383",1331.84997558594
"1384",1329.0400390625
"1385",1362.16003417969
"1386",1365.51000976562
"1387",1374.02001953125
"1388",1367.57995605469
"1389",1354.68005371094
"1390",1352.4599609375
"1391",1341.46997070312
"1392",1341.44995117188
"1393",1334.76000976562
"1394",1356.78002929688
"1395",1353.64001464844
"1396",1363.67004394531
"1397",1372.78002929688
"1398",1376.51000976562
"1399",1362.66003417969
"1400",1350.52001953125
"1401",1338.31005859375
"1402",1337.89001464844
"1403",1360.02001953125
"1404",1385.96997070312
"1405",1385.30004882812
"1406",1379.31994628906
"1407",1375.31994628906
"1408",1365
"1409",1390.98999023438
"1410",1394.22998046875
"1411",1401.34997558594
"1412",1402.21997070312
"1413",1402.80004882812
"1414",1405.86999511719
"1415",1404.10998535156
"1416",1403.93005371094
"1417",1405.53002929688
"1418",1415.51000976562
"1419",1418.16003417969
"1420",1418.13000488281
"1421",1413.17004394531
"1422",1413.48999023438
"1423",1402.07995605469
"1424",1411.13000488281
"1425",1410.43994140625
"1426",1409.30004882812
"1427",1410.48999023438
"1428",1399.47998046875
"1429",1406.57995605469
"1430",1404.93994140625
"1431",1403.43994140625
"1432",1432.11999511719
"1433",1437.92004394531
"1434",1429.07995605469
"1435",1433.56005859375
"1436",1436.56005859375
"1437",1459.98999023438
"1438",1465.77001953125
"1439",1461.18994140625
"1440",1459.31994628906
"1441",1461.05004882812
"1442",1460.26000976562
"1443",1460.15002441406
"1444",1456.89001464844
"1445",1441.58996582031
"1446",1433.31994628906
"1447",1447.15002441406
"1448",1440.67004394531
"1449",1444.48999023438
"1450",1445.75
"1451",1450.98999023438
"1452",1461.40002441406
"1453",1460.93005371094
"1454",1455.88000488281
"1455",1441.47998046875
"1456",1432.56005859375
"1457",1432.83996582031
"1458",1428.58996582031
"1459",1440.13000488281
"1460",1454.92004394531
"1461",1460.91003417969
"1462",1457.33996582031
"1463",1433.18994140625
"1464",1433.81994628906
"1465",1413.10998535156
"1466",1408.75
"1467",1412.96997070312
"1468",1411.93994140625
"1469",1412.16003417969
"1470",1427.58996582031
"1471",1414.19995117188
"1472",1417.26000976562
"1473",1428.39001464844
"1474",1394.53002929688
"1475",1377.51000976562
"1476",1379.84997558594
"1477",1380.03002929688
"1478",1374.53002929688
"1479",1355.48999023438
"1480",1353.32995605469
"1481",1359.88000488281
"1482",1386.89001464844
"1483",1387.81005859375
"1484",1391.03002929688
"1485",1409.15002441406
"1486",1406.2900390625
"1487",1398.93994140625
"1488",1409.93005371094
"1489",1415.94995117188
"1490",1416.18005371094
"1491",1409.4599609375
"1492",1407.05004882812
"1493",1409.28002929688
"1494",1413.93994140625
"1495",1418.06994628906
"1496",1418.55004882812
"1497",1427.83996582031
"1498",1428.47998046875
"1499",1419.44995117188
"1500",1413.57995605469
"1501",1430.35998535156
"1502",1446.7900390625
"1503",1435.81005859375
"1504",1443.68994140625
"1505",1430.15002441406
"1506",1426.66003417969
"1507",1419.82995605469
"1508",1418.09997558594
"1509",1402.43005371094
"1510",1426.18994140625
"1511",1462.42004394531
"1512",1459.36999511719
"1513",1466.46997070312
"1514",1461.89001464844
"1515",1457.15002441406
"1516",1461.02001953125
"1517",1472.11999511719
"1518",1472.05004882812
"1519",1470.68005371094
"1520",1472.33996582031
"1521",1472.63000488281
"1522",1480.93994140625
"1523",1485.97998046875
"1524",1492.56005859375
"1525",1494.81005859375
"1526",1494.81994628906
"1527",1502.9599609375
"1528",1500.18005371094
"1529",1507.83996582031
"1530",1501.9599609375
"1531",1498.10998535156
"1532",1513.17004394531
"1533",1495.7099609375
"1534",1511.2900390625
"1535",1512.11999511719
"1536",1509.39001464844
"1537",1517.93005371094
"1538",1517.01000976562
"1539",1519.43005371094
"1540",1520.32995605469
"1541",1521.38000488281
"1542",1519.7900390625
"1543",1530.93994140625
"1544",1511.94995117188
"1545",1502.42004394531
"1546",1515.59997558594
"1547",1487.84997558594
"1548",1496.93994140625
"1549",1515.98999023438
"1550",1514.68005371094
"1551",1518.19995117188
"1552",1525.19995117188
"1553",1539.7900390625
"1554",1541.4599609375
"1555",1544.26000976562
"1556",1551.18005371094
"1557",1556.21997070312
"1558",1552.47998046875
"1559",1554.52001953125
"1560",1563.22998046875
"1561",1560.69995117188
"1562",1552.09997558594
"1563",1548.33996582031
"1564",1558.7099609375
"1565",1545.80004882812
"1566",1556.89001464844
"1567",1551.68994140625
"1568",1563.77001953125
"1569",1562.84997558594
"1570",1569.18994140625
"1571",1562.17004394531
"1572",1570.25
"1573",1553.68994140625
"1574",1559.97998046875
"1575",1553.28002929688
"1576",1563.06994628906
"1577",1568.60998535156
"1578",1587.72998046875
"1579",1593.36999511719
"1580",1588.84997558594
"1581",1552.35998535156
"1582",1574.56994628906
"1583",1552.01000976562
"1584",1541.60998535156
"1585",1555.25
"1586",1562.5
"1587",1578.78002929688
"1588",1578.7900390625
"1589",1585.16003417969
"1590",1582.23999023438
"1591",1593.60998535156
"1592",1597.56994628906
"1593",1582.69995117188
"1594",1597.58996582031
"1595",1614.42004394531
"1596",1617.5
"1597",1625.9599609375
"1598",1632.68994140625
"1599",1626.67004394531
"1600",1633.69995117188
"1601",1633.77001953125
"1602",1650.33996582031
"1603",1658.78002929688
"1604",1650.46997070312
"1605",1667.46997070312
"1606",1666.2900390625
"1607",1669.16003417969
"1608",1655.34997558594
"1609",1650.51000976562
"1610",1649.59997558594
"1611",1660.06005859375
"1612",1648.35998535156
"1613",1654.41003417969
"1614",1630.73999023438
"1615",1640.42004394531
"1616",1631.38000488281
"1617",1608.90002441406
"1618",1622.56005859375
"1619",1643.38000488281
"1620",1642.81005859375
"1621",1626.13000488281
"1622",1612.52001953125
"1623",1636.35998535156
"1624",1626.72998046875
"1625",1639.0400390625
"1626",1651.81005859375
"1627",1628.93005371094
"1628",1588.18994140625
"1629",1592.43005371094
"1630",1573.08996582031
"1631",1588.03002929688
"1632",1603.26000976562
"1633",1613.19995117188
"1634",1606.28002929688
"1635",1614.9599609375
"1636",1614.07995605469
"1637",1615.41003417969
"1638",1631.89001464844
"1639",1640.4599609375
"1640",1652.31994628906
"1641",1652.61999511719
"1642",1675.02001953125
"1643",1680.18994140625
"1644",1682.5
"1645",1676.26000976562
"1646",1680.91003417969
"1647",1689.36999511719
"1648",1692.08996582031
"1649",1695.53002929688
"1650",1692.39001464844
"1651",1685.93994140625
"1652",1690.25
"1653",1691.65002441406
"1654",1685.32995605469
"1655",1685.9599609375
"1656",1685.72998046875
"1657",1706.86999511719
"1658",1709.67004394531
"1659",1707.14001464844
"1660",1697.36999511719
"1661",1690.91003417969
"1662",1697.47998046875
"1663",1691.42004394531
"1664",1689.46997070312
"1665",1694.16003417969
"1666",1685.39001464844
"1667",1661.31994628906
"1668",1655.82995605469
"1669",1646.06005859375
"1670",1652.34997558594
"1671",1642.80004882812
"1672",1656.9599609375
"1673",1663.5
"1674",1656.78002929688
"1675",1630.47998046875
"1676",1634.9599609375
"1677",1638.17004394531
"1678",1632.96997070312
"1679",1639.77001953125
"1680",1653.07995605469
"1681",1655.07995605469
"1682",1655.17004394531
"1683",1671.7099609375
"1684",1683.98999023438
"1685",1689.13000488281
"1686",1683.42004394531
"1687",1687.98999023438
"1688",1697.59997558594
"1689",1704.76000976562
"1690",1725.52001953125
"1691",1722.33996582031
"1692",1709.91003417969
"1693",1701.83996582031
"1694",1697.42004394531
"1695",1692.77001953125
"1696",1698.67004394531
"1697",1691.75
"1698",1681.55004882812
"1699",1695
"1700",1693.86999511719
"1701",1678.66003417969
"1702",1690.5
"1703",1676.11999511719
"1704",1655.44995117188
"1705",1656.40002441406
"1706",1692.56005859375
"1707",1703.19995117188
"1708",1710.14001464844
"1709",1698.06005859375
"1710",1721.5400390625
"1711",1733.15002441406
"1712",1744.5
"1713",1744.66003417969
"1714",1754.67004394531
"1715",1746.38000488281
"1716",1752.06994628906
"1717",1759.77001953125
"1718",1762.10998535156
"1719",1771.94995117188
"1720",1763.31005859375
"1721",1756.5400390625
"1722",1761.64001464844
"1723",1767.93005371094
"1724",1762.96997070312
"1725",1770.48999023438
"1726",1747.15002441406
"1727",1770.60998535156
"1728",1771.89001464844
"1729",1767.68994140625
"1730",1782
"1731",1790.61999511719
"1732",1798.18005371094
"1733",1791.53002929688
"1734",1787.86999511719
"1735",1781.36999511719
"1736",1795.84997558594
"1737",1804.76000976562
"1738",1802.47998046875
"1739",1802.75
"1740",1807.22998046875
"1741",1805.81005859375
"1742",1800.90002441406
"1743",1795.15002441406
"1744",1792.81005859375
"1745",1785.03002929688
"1746",1805.08996582031
"1747",1808.36999511719
"1748",1802.61999511719
"1749",1782.21997070312
"1750",1775.5
"1751",1775.31994628906
"1752",1786.5400390625
"1753",1781
"1754",1810.65002441406
"1755",1809.59997558594
"1756",1818.31994628906
"1757",1827.98999023438
"1758",1833.31994628906
"1759",1842.02001953125
"1760",1841.40002441406
"1761",1841.06994628906
"1762",1848.35998535156
"1763",1831.97998046875
"1764",1831.36999511719
"1765",1826.77001953125
"1766",1837.88000488281
"1767",1837.48999023438
"1768",1838.13000488281
"1769",1842.36999511719
"1770",1819.19995117188
"1771",1838.88000488281
"1772",1848.38000488281
"1773",1845.89001464844
"1774",1838.69995117188
"1775",1843.80004882812
"1776",1844.85998535156
"1777",1828.4599609375
"1778",1790.2900390625
"1779",1781.56005859375
"1780",1792.5
"1781",1774.19995117188
"1782",1794.18994140625
"1783",1782.58996582031
"1784",1741.89001464844
"1785",1755.19995117188
"1786",1751.64001464844
"1787",1773.43005371094
"1788",1797.02001953125
"1789",1799.83996582031
"1790",1819.75
"1791",1819.26000976562
"1792",1829.82995605469
"1793",1838.63000488281
"1794",1840.76000976562
"1795",1828.75
"1796",1839.78002929688
"1797",1836.25
"1798",1847.60998535156
"1799",1845.11999511719
"1800",1845.16003417969
"1801",1854.2900390625
"1802",1859.44995117188
"1803",1845.72998046875
"1804",1873.91003417969
"1805",1873.81005859375
"1806",1877.03002929688
"1807",1878.0400390625
"1808",1877.17004394531
"1809",1867.63000488281
"1810",1868.19995117188
"1811",1846.33996582031
"1812",1841.13000488281
"1813",1858.82995605469
"1814",1872.25
"1815",1860.77001953125
"1816",1872.01000976562
"1817",1866.52001953125
"1818",1857.43994140625
"1819",1865.61999511719
"1820",1852.56005859375
"1821",1849.0400390625
"1822",1857.61999511719
"1823",1872.33996582031
"1824",1885.52001953125
"1825",1890.90002441406
"1826",1888.77001953125
"1827",1865.08996582031
"1828",1845.0400390625
"1829",1851.9599609375
"1830",1872.18005371094
"1831",1833.07995605469
"1832",1815.68994140625
"1833",1830.60998535156
"1834",1842.97998046875
"1835",1862.31005859375
"1836",1864.84997558594
"1837",1871.89001464844
"1838",1879.55004882812
"1839",1875.39001464844
"1840",1878.60998535156
"1841",1863.40002441406
"1842",1869.43005371094
"1843",1878.32995605469
"1844",1883.94995117188
"1845",1883.68005371094
"1846",1881.14001464844
"1847",1884.66003417969
"1848",1867.71997070312
"1849",1878.2099609375
"1850",1875.63000488281
"1851",1878.47998046875
"1852",1896.65002441406
"1853",1897.44995117188
"1854",1888.53002929688
"1855",1870.84997558594
"1856",1877.85998535156
"1857",1885.07995605469
"1858",1872.82995605469
"1859",1888.03002929688
"1860",1892.48999023438
"1861",1900.53002929688
"1862",1911.91003417969
"1863",1909.78002929688
"1864",1920.03002929688
"1865",1923.56994628906
"1866",1924.96997070312
"1867",1924.23999023438
"1868",1927.88000488281
"1869",1940.4599609375
"1870",1949.43994140625
"1871",1951.27001953125
"1872",1950.7900390625
"1873",1943.89001464844
"1874",1930.10998535156
"1875",1936.16003417969
"1876",1937.78002929688
"1877",1941.98999023438
"1878",1956.97998046875
"1879",1959.47998046875
"1880",1962.86999511719
"1881",1962.60998535156
"1882",1949.97998046875
"1883",1959.53002929688
"1884",1957.21997070312
"1885",1960.9599609375
"1886",1960.22998046875
"1887",1973.31994628906
"1888",1974.61999511719
"1889",1985.43994140625
"1890",1977.65002441406
"1891",1963.7099609375
"1892",1972.82995605469
"1893",1964.68005371094
"1894",1967.56994628906
"1895",1977.09997558594
"1896",1973.28002929688
"1897",1981.56994628906
"1898",1958.11999511719
"1899",1978.21997070312
"1900",1973.63000488281
"1901",1983.53002929688
"1902",1987.01000976562
"1903",1987.97998046875
"1904",1978.33996582031
"1905",1978.91003417969
"1906",1969.94995117188
"1907",1970.06994628906
"1908",1930.67004394531
"1909",1925.15002441406
"1910",1938.98999023438
"1911",1920.2099609375
"1912",1920.23999023438
"1913",1909.56994628906
"1914",1931.58996582031
"1915",1936.92004394531
"1916",1933.75
"1917",1946.71997070312
"1918",1955.18005371094
"1919",1955.06005859375
"1920",1971.73999023438
"1921",1981.59997558594
"1922",1986.51000976562
"1923",1992.36999511719
"1924",1988.40002441406
"1925",1997.92004394531
"1926",2000.02001953125
"1927",2000.11999511719
"1928",1996.73999023438
"1929",2003.36999511719
"1930",2002.28002929688
"1931",2000.71997070312
"1932",1997.65002441406
"1933",2007.7099609375
"1934",2001.5400390625
"1935",1988.43994140625
"1936",1995.68994140625
"1937",1997.44995117188
"1938",1985.5400390625
"1939",1984.13000488281
"1940",1998.97998046875
"1941",2001.56994628906
"1942",2011.35998535156
"1943",2010.40002441406
"1944",1994.2900390625
"1945",1982.77001953125
"1946",1998.30004882812
"1947",1965.98999023438
"1948",1982.84997558594
"1949",1977.80004882812
"1950",1972.2900390625
"1951",1946.16003417969
"1952",1946.17004394531
"1953",1967.90002441406
"1954",1964.81994628906
"1955",1935.09997558594
"1956",1968.89001464844
"1957",1928.2099609375
"1958",1906.13000488281
"1959",1874.73999023438
"1960",1877.69995117188
"1961",1862.48999023438
"1962",1862.76000976562
"1963",1886.76000976562
"1964",1904.01000976562
"1965",1941.28002929688
"1966",1927.10998535156
"1967",1950.81994628906
"1968",1964.57995605469
"1969",1961.63000488281
"1970",1985.05004882812
"1971",1982.30004882812
"1972",1994.65002441406
"1973",2018.05004882812
"1974",2017.81005859375
"1975",2012.09997558594
"1976",2023.56994628906
"1977",2031.2099609375
"1978",2031.92004394531
"1979",2038.26000976562
"1980",2039.68005371094
"1981",2038.25
"1982",2039.32995605469
"1983",2039.81994628906
"1984",2041.31994628906
"1985",2051.80004882812
"1986",2048.71997070312
"1987",2052.75
"1988",2063.5
"1989",2069.40991210938
"1990",2067.03002929688
"1991",2072.830078125
"1992",2067.56005859375
"1993",2053.43994140625
"1994",2066.55004882812
"1995",2074.330078125
"1996",2071.919921875
"1997",2075.3701171875
"1998",2060.31005859375
"1999",2059.82006835938
"2000",2026.14001464844
"2001",2035.32995605469
"2002",2002.32995605469
"2003",1989.63000488281
"2004",1972.73999023438
"2005",2012.89001464844
"2006",2061.22998046875
"2007",2070.64990234375
"2008",2078.5400390625
"2009",2082.169921875
"2010",2081.8798828125
"2011",2088.77001953125
"2012",2090.57006835938
"2013",2080.35009765625
"2014",2058.89990234375
"2015",2058.19995117188
"2016",2020.57995605469
"2017",2002.60998535156
"2018",2025.90002441406
"2019",2062.13989257812
"2020",2044.81005859375
"2021",2028.26000976562
"2022",2023.03002929688
"2023",2011.27001953125
"2024",1992.67004394531
"2025",2019.42004394531
"2026",2022.55004882812
"2027",2032.11999511719
"2028",2063.14990234375
"2029",2051.82006835938
"2030",2057.09008789062
"2031",2029.55004882812
"2032",2002.16003417969
"2033",2021.25
"2034",1994.98999023438
"2035",2020.84997558594
"2036",2050.03002929688
"2037",2041.51000976562
"2038",2062.52001953125
"2039",2055.46997070312
"2040",2046.73999023438
"2041",2068.59008789062
"2042",2068.53002929688
"2043",2088.47998046875
"2044",2096.98999023438
"2045",2100.34008789062
"2046",2099.67993164062
"2047",2097.44995117188
"2048",2110.30004882812
"2049",2109.65991210938
"2050",2115.47998046875
"2051",2113.86010742188
"2052",2110.73999023438
"2053",2104.5
"2054",2117.38989257812
"2055",2107.78002929688
"2056",2098.53002929688
"2057",2101.0400390625
"2058",2071.26000976562
"2059",2079.42993164062
"2060",2044.16003417969
"2061",2040.23999023438
"2062",2065.94995117188
"2063",2053.39990234375
"2064",2081.18994140625
"2065",2074.28002929688
"2066",2099.5
"2067",2089.27001953125
"2068",2108.10009765625
"2069",2104.419921875
"2070",2091.5
"2071",2061.05004882812
"2072",2056.14990234375
"2073",2061.02001953125
"2074",2086.23999023438
"2075",2067.88989257812
"2076",2059.68994140625
"2077",2066.9599609375
"2078",2080.6201171875
"2079",2076.330078125
"2080",2081.89990234375
"2081",2091.17993164062
"2082",2102.06005859375
"2083",2092.42993164062
"2084",2095.84008789062
"2085",2106.6298828125
"2086",2104.98999023438
"2087",2081.17993164062
"2088",2100.39990234375
"2089",2097.2900390625
"2090",2107.9599609375
"2091",2112.92993164062
"2092",2117.68994140625
"2093",2108.919921875
"2094",2114.76000976562
"2095",2106.85009765625
"2096",2085.51000976562
"2097",2108.2900390625
"2098",2114.48999023438
"2099",2089.4599609375
"2100",2080.14990234375
"2101",2088
"2102",2116.10009765625
"2103",2105.330078125
"2104",2099.1201171875
"2105",2098.47998046875
"2106",2121.10009765625
"2107",2122.72998046875
"2108",2129.19995117188
"2109",2127.830078125
"2110",2125.85009765625
"2111",2130.82006835938
"2112",2126.06005859375
"2113",2104.19995117188
"2114",2123.47998046875
"2115",2120.7900390625
"2116",2107.38989257812
"2117",2111.72998046875
"2118",2109.60009765625
"2119",2114.07006835938
"2120",2095.84008789062
"2121",2092.830078125
"2122",2079.28002929688
"2123",2080.14990234375
"2124",2105.19995117188
"2125",2108.86010742188
"2126",2094.11010742188
"2127",2084.42993164062
"2128",2096.2900390625
"2129",2100.43994140625
"2130",2121.23999023438
"2131",2109.98999023438
"2132",2122.85009765625
"2133",2124.19995117188
"2134",2108.580078125
"2135",2102.31005859375
"2136",2101.48999023438
"2137",2057.63989257812
"2138",2063.11010742188
"2139",2077.419921875
"2140",2076.78002929688
"2141",2068.76000976562
"2142",2081.34008789062
"2143",2046.68005371094
"2144",2051.31005859375
"2145",2076.6201171875
"2146",2099.60009765625
"2147",2108.94995117188
"2148",2107.39990234375
"2149",2124.2900390625
"2150",2126.63989257812
"2151",2128.28002929688
"2152",2119.2099609375
"2153",2114.14990234375
"2154",2102.14990234375
"2155",2079.64990234375
"2156",2067.63989257812
"2157",2093.25
"2158",2108.57006835938
"2159",2108.6298828125
"2160",2103.84008789062
"2161",2098.0400390625
"2162",2093.32006835938
"2163",2099.84008789062
"2164",2083.56005859375
"2165",2077.57006835938
"2166",2104.17993164062
"2167",2084.07006835938
"2168",2086.05004882812
"2169",2083.38989257812
"2170",2091.5400390625
"2171",2102.43994140625
"2172",2096.919921875
"2173",2079.61010742188
"2174",2035.72998046875
"2175",1970.89001464844
"2176",1893.2099609375
"2177",1867.60998535156
"2178",1940.51000976562
"2179",1987.66003417969
"2180",1988.86999511719
"2181",1972.18005371094
"2182",1913.84997558594
"2183",1948.85998535156
"2184",1951.13000488281
"2185",1921.21997070312
"2186",1969.41003417969
"2187",1942.0400390625
"2188",1952.2900390625
"2189",1961.05004882812
"2190",1953.03002929688
"2191",1978.08996582031
"2192",1995.31005859375
"2193",1990.19995117188
"2194",1958.03002929688
"2195",1966.96997070312
"2196",1942.73999023438
"2197",1938.76000976562
"2198",1932.23999023438
"2199",1931.33996582031
"2200",1881.77001953125
"2201",1884.08996582031
"2202",1920.03002929688
"2203",1923.81994628906
"2204",1951.35998535156
"2205",1987.05004882812
"2206",1979.92004394531
"2207",1995.82995605469
"2208",2013.43005371094
"2209",2014.89001464844
"2210",2017.4599609375
"2211",2003.68994140625
"2212",1994.23999023438
"2213",2023.85998535156
"2214",2033.10998535156
"2215",2033.66003417969
"2216",2030.77001953125
"2217",2018.93994140625
"2218",2052.51000976562
"2219",2075.14990234375
"2220",2071.17993164062
"2221",2065.88989257812
"2222",2090.35009765625
"2223",2089.40991210938
"2224",2079.36010742188
"2225",2104.05004882812
"2226",2109.7900390625
"2227",2102.31005859375
"2228",2099.92993164062
"2229",2099.19995117188
"2230",2078.580078125
"2231",2081.71997070312
"2232",2075
"2233",2045.96997070312
"2234",2023.0400390625
"2235",2053.18994140625
"2236",2050.43994140625
"2237",2083.580078125
"2238",2081.23999023438
"2239",2089.169921875
"2240",2086.59008789062
"2241",2089.13989257812
"2242",2088.8701171875
"2243",2090.11010742188
"2244",2080.40991210938
"2245",2102.6298828125
"2246",2079.51000976562
"2247",2049.6201171875
"2248",2091.68994140625
"2249",2077.07006835938
"2250",2063.59008789062
"2251",2047.61999511719
"2252",2052.22998046875
"2253",2012.36999511719
"2254",2021.93994140625
"2255",2043.41003417969
"2256",2073.07006835938
"2257",2041.89001464844
"2258",2005.55004882812
"2259",2021.15002441406
"2260",2038.96997070312
"2261",2064.2900390625
"2262",2060.98999023438
"2263",2056.5
"2264",2078.36010742188
"2265",2063.36010742188
"2266",2043.93994140625
"2267",2012.66003417969
"2268",2016.7099609375
"2269",1990.26000976562
"2270",1943.08996582031
"2271",1922.03002929688
"2272",1923.67004394531
"2273",1938.68005371094
"2274",1890.28002929688
"2275",1921.83996582031
"2276",1880.32995605469
"2277",1881.32995605469
"2278",1859.32995605469
"2279",1868.98999023438
"2280",1906.90002441406
"2281",1877.07995605469
"2282",1903.63000488281
"2283",1882.94995117188
"2284",1893.35998535156
"2285",1940.23999023438
"2286",1939.38000488281
"2287",1903.03002929688
"2288",1912.53002929688
"2289",1915.44995117188
"2290",1880.05004882812
"2291",1853.43994140625
"2292",1852.2099609375
"2293",1851.85998535156
"2294",1829.07995605469
"2295",1864.78002929688
"2296",1895.57995605469
"2297",1926.81994628906
"2298",1917.82995605469
"2299",1917.78002929688
"2300",1945.5
"2301",1921.27001953125
"2302",1929.80004882812
"2303",1951.69995117188
"2304",1948.05004882812
"2305",1932.22998046875
"2306",1978.34997558594
"2307",1986.44995117188
"2308",1993.40002441406
"2309",1999.98999023438
"2310",2001.76000976562
"2311",1979.26000976562
"2312",1989.26000976562
"2313",1989.56994628906
"2314",2022.18994140625
"2315",2019.64001464844
"2316",2015.93005371094
"2317",2027.21997070312
"2318",2040.58996582031
"2319",2049.580078125
"2320",2051.60009765625
"2321",2049.80004882812
"2322",2036.7099609375
"2323",2035.93994140625
"2324",2037.05004882812
"2325",2055.01000976562
"2326",2063.94995117188
"2327",2059.73999023438
"2328",2072.78002929688
"2329",2066.1298828125
"2330",2045.17004394531
"2331",2066.65991210938
"2332",2041.91003417969
"2333",2047.59997558594
"2334",2041.98999023438
"2335",2061.71997070312
"2336",2082.419921875
"2337",2082.78002929688
"2338",2080.72998046875
"2339",2094.34008789062
"2340",2100.80004882812
"2341",2102.39990234375
"2342",2091.47998046875
"2343",2091.580078125
"2344",2087.7900390625
"2345",2091.69995117188
"2346",2095.14990234375
"2347",2075.81005859375
"2348",2065.30004882812
"2349",2081.42993164062
"2350",2063.3701171875
"2351",2051.1201171875
"2352",2050.6298828125
"2353",2057.13989257812
"2354",2058.68994140625
"2355",2084.38989257812
"2356",2064.4599609375
"2357",2064.11010742188
"2358",2046.60998535156
"2359",2066.65991210938
"2360",2047.2099609375
"2361",2047.63000488281
"2362",2040.0400390625
"2363",2052.32006835938
"2364",2048.0400390625
"2365",2076.06005859375
"2366",2090.5400390625
"2367",2090.10009765625
"2368",2099.06005859375
"2369",2096.94995117188
"2370",2099.330078125
"2371",2105.26000976562
"2372",2099.1298828125
"2373",2109.40991210938
"2374",2112.1298828125
"2375",2119.1201171875
"2376",2115.47998046875
"2377",2096.07006835938
"2378",2079.06005859375
"2379",2075.32006835938
"2380",2071.5
"2381",2077.98999023438
"2382",2071.21997070312
"2383",2083.25
"2384",2088.89990234375
"2385",2085.44995117188
"2386",2113.32006835938
"2387",2037.41003417969
"2388",2000.5400390625
"2389",2036.08996582031
"2390",2070.77001953125
"2391",2098.86010742188
"2392",2102.94995117188
"2393",2088.55004882812
"2394",2099.72998046875
"2395",2097.89990234375
"2396",2129.89990234375
"2397",2137.15991210938
"2398",2152.13989257812
"2399",2152.42993164062
"2400",2163.75
"2401",2161.73999023438
"2402",2166.88989257812
"2403",2163.78002929688
"2404",2173.02001953125
"2405",2165.169921875
"2406",2175.03002929688
"2407",2168.47998046875
"2408",2169.17993164062
"2409",2166.580078125
"2410",2170.06005859375
"2411",2173.60009765625
"2412",2170.84008789062
"2413",2157.03002929688
"2414",2163.7900390625
"2415",2164.25
"2416",2182.8701171875
"2417",2180.88989257812
"2418",2181.73999023438
"2419",2175.48999023438
"2420",2185.7900390625
"2421",2184.05004882812
"2422",2190.14990234375
"2423",2178.14990234375
"2424",2182.21997070312
"2425",2187.02001953125
"2426",2183.8701171875
"2427",2182.63989257812
"2428",2186.89990234375
"2429",2175.43994140625
"2430",2172.46997070312
"2431",2169.0400390625
"2432",2180.3798828125
"2433",2176.1201171875
"2434",2170.94995117188
"2435",2170.86010742188
"2436",2179.97998046875
"2437",2186.47998046875
"2438",2186.15991210938
"2439",2181.30004882812
"2440",2127.81005859375
"2441",2159.0400390625
"2442",2127.02001953125
"2443",2125.77001953125
"2444",2147.26000976562
"2445",2139.15991210938
"2446",2139.1201171875
"2447",2139.76000976562
"2448",2163.1201171875
"2449",2177.17993164062
"2450",2164.68994140625
"2451",2146.10009765625
"2452",2159.92993164062
"2453",2171.3701171875
"2454",2151.1298828125
"2455",2168.27001953125
"2456",2161.19995117188
"2457",2150.48999023438
"2458",2159.72998046875
