"","BTC-USD.Adjusted"
"1334",8504.8896484375
"1335",8723.9404296875
"1336",8716.7900390625
"1337",8510.3798828125
"1338",8368.830078125
"1339",8094.31982421875
"1340",8250.9697265625
"1341",8247.1796875
"1342",8513.25
"1343",8418.990234375
"1344",8041.77978515625
"1345",7557.81982421875
"1346",7587.33984375
"1347",7480.14013671875
"1348",7355.8798828125
"1349",7368.22021484375
"1350",7135.990234375
"1351",7472.58984375
"1352",7406.52001953125
"1353",7494.169921875
"1354",7541.4501953125
"1355",7643.4501953125
"1356",7720.25
"1357",7514.47021484375
"1358",7633.759765625
"1359",7653.97998046875
"1360",7678.240234375
"1361",7624.919921875
"1362",7531.97998046875
"1363",6786.02001953125
"1364",6906.919921875
"1365",6582.35986328125
"1366",6349.89990234375
"1367",6675.35009765625
"1368",6456.580078125
"1369",6550.16015625
"1370",6499.27001953125
"1371",6734.81982421875
"1372",6769.93994140625
"1373",6776.5498046875
"1374",6729.740234375
"1375",6083.68994140625
"1376",6162.47998046875
"1377",6173.22998046875
"1378",6249.18017578125
"1379",6093.669921875
"1380",6157.1298828125
"1381",5903.43994140625
"1382",6218.2998046875
"1383",6404
"1384",6385.81982421875
"1385",6614.18017578125
"1386",6529.58984375
"1387",6597.5498046875
"1388",6639.14013671875
"1389",6673.5
"1390",6856.93017578125
"1391",6773.8798828125
"1392",6741.75
"1393",6329.9501953125
"1394",6394.7099609375
"1395",6228.81005859375
"1396",6238.0498046875
"1397",6276.1201171875
"1398",6359.64013671875
"1399",6741.75
"1400",7321.0400390625
"1401",7370.77978515625
"1402",7466.85986328125
"1403",7354.1298828125
"1404",7419.2900390625
"1405",7418.490234375
"1406",7711.10986328125
"1407",8424.26953125
"1408",8181.39013671875
"1409",7951.580078125
"1410",8165.009765625
"1411",8192.150390625
"1412",8218.4599609375
"1413",8180.47998046875
"1414",7780.43994140625
"1415",7624.91015625
"1416",7567.14990234375
"1417",7434.39013671875
"1418",7032.85009765625
"1419",7068.47998046875
"1420",6951.7998046875
"1421",6753.1201171875
"1422",6305.7998046875
"1423",6568.22998046875
"1424",6184.7099609375
"1425",6295.72998046875
"1426",6322.68994140625
"1427",6297.56982421875
"1428",6199.7099609375
"1429",6308.52001953125
"1430",6334.72998046875
"1431",6580.6298828125
"1432",6423.759765625
"1433",6506.06982421875
"1434",6308.52978515625
"1435",6488.759765625
"1436",6376.7099609375
"1437",6534.8798828125
"1438",6719.9599609375
"1439",6763.18994140625
"1440",6707.259765625
"1441",6884.64013671875
"1442",7096.27978515625
"1443",7047.16015625
"1444",6978.22998046875
"1445",7037.580078125
"1446",7193.25
"1447",7272.72021484375
"1448",7260.06005859375
"1449",7361.66015625
"1450",6792.830078125
"1451",6529.169921875
"1452",6467.06982421875
"1453",6225.97998046875
"1454",6300.85986328125
"1455",6329.7001953125
"1456",6321.2001953125
"1457",6351.7998046875
"1458",6517.31005859375
"1459",6512.7099609375
"1460",6543.2001953125
"1461",6517.18017578125
"1462",6281.2001953125
"1463",6371.2998046875
"1464",6398.5400390625
"1465",6519.669921875
"1466",6734.9501953125
"1467",6721.97998046875
"1468",6710.6298828125
"1469",6595.41015625
"1470",6446.47021484375
"1471",6495
"1472",6676.75
"1473",6644.1298828125
"1474",6601.9599609375
"1475",6625.56005859375
"1476",6589.6201171875
"1477",6556.10009765625
"1478",6502.58984375
"1479",6576.68994140625
"1480",6622.47998046875
"1481",6588.31005859375
"1482",6602.9501953125
"1483",6652.22998046875
"1484",6642.64013671875
"1485",6585.52978515625
"1486",6256.240234375
"1487",6274.580078125
"1488",6285.990234375
"1489",6290.93017578125
"1490",6596.5400390625
"1491",6596.10986328125
"1492",6544.43017578125
"1493",6476.7099609375
"1494",6465.41015625
"1495",6489.18994140625
"1496",6482.35009765625
"1497",6487.16015625
"1498",6475.740234375
"1499",6495.83984375
"1500",6476.2900390625
"1501",6474.75
"1502",6480.3798828125
"1503",6486.39013671875
"1504",6332.6298828125
"1505",6334.27001953125
"1506",6317.60986328125
"1507",6377.77978515625
"1508",6388.43994140625
"1509",6361.259765625
"1510",6376.1298828125
"1511",6419.66015625
"1512",6461.009765625
"1513",6530.14013671875
"1514",6453.72021484375
"1515",6385.6201171875
"1516",6409.22021484375
"1517",6411.27001953125
"1518",6371.27001953125
"1519",6359.490234375
"1520",5738.35009765625
"1521",5648.02978515625
"1522",5575.5498046875
"1523",5554.330078125
"1524",5623.5400390625
"1525",4871.490234375
"1526",4451.8701171875
"1527",4602.169921875
"1528",4365.93994140625
"1529",4347.10986328125
"1530",3880.76000976562
"1531",4009.96997070312
"1532",3779.1298828125
"1533",3820.71997070312
"1534",4257.419921875
"1535",4278.8466796875
"1536",4017.2685546875
"1537",4214.671875
"1538",4139.8779296875
"1539",3894.130859375
"1540",3956.89379882812
"1541",3753.99487304688
"1542",3521.10180664062
"1543",3419.93725585938
"1544",3476.11474609375
"1545",3614.234375
"1546",3502.65600585938
"1547",3424.58813476562
"1548",3486.9501953125
"1549",3313.67724609375
"1550",3242.48486328125
"1551",3236.76171875
"1552",3252.83911132812
"1553",3545.86474609375
"1554",3696.05908203125
"1555",3745.95068359375
"1556",4134.44140625
"1557",3896.54370117188
"1558",4014.1826171875
"1559",3998.98022460938
"1560",4078.59912109375
"1561",3815.49072265625
"1562",3857.29760742188
"1563",3654.83349609375
"1564",3923.91870117188
"1565",3820.40869140625
"1566",3865.95263671875
"1567",3742.70043945312
"1568",3843.52001953125
"1569",3943.40942382812
"1570",3836.7412109375
"1571",3857.71752929688
"1572",3845.19458007812
"1573",4076.63256835938
"1574",4025.24829101562
"1575",4030.84790039062
"1576",4035.29638671875
"1577",3678.92456054688
"1578",3687.36547851562
"1579",3661.30102539062
"1580",3552.953125
"1581",3706.05224609375
"1582",3630.67529296875
"1583",3655.0068359375
"1584",3678.56396484375
"1585",3657.83935546875
"1586",3728.568359375
"1587",3601.013671875
"1588",3576.03247070312
"1589",3604.5771484375
"1590",3585.123046875
"1591",3600.86547851562
"1592",3599.76586914062
"1593",3602.46044921875
"1594",3583.9658203125
"1595",3470.45043945312
"1596",3448.11694335938
"1597",3486.181640625
"1598",3457.79272460938
"1599",3487.9453125
"1600",3521.06079101562
"1601",3464.01342773438
"1602",3459.15405273438
"1603",3466.357421875
"1604",3413.76782226562
"1605",3399.4716796875
"1606",3666.7802734375
"1607",3671.20361328125
"1608",3690.18823242188
"1609",3648.4306640625
"1610",3653.52856445312
"1611",3632.07055664062
"1612",3616.880859375
"1613",3620.81079101562
"1614",3629.78759765625
"1615",3673.83618164062
"1616",3915.71435546875
"1617",3947.09448242188
"1618",3999.82055664062
"1619",3954.1181640625
"1620",4005.52661132812
"1621",4142.52685546875
"1622",3810.42749023438
"1623",3882.6962890625
"1624",3854.35791015625
"1625",3851.04736328125
"1626",3854.78540039062
"1627",3859.58374023438
"1628",3864.4150390625
"1629",3847.17578125
"1630",3761.55712890625
"1631",3896.375
"1632",3903.94262695312
"1633",3911.484375
"1634",3901.13159179688
"1635",3963.31372070312
"1636",3951.59985351562
"1637",3905.22729492188
"1638",3909.15625
"1639",3906.71728515625
"1640",3924.369140625
"1641",3960.9111328125
"1642",4048.72583007812
"1643",4025.22900390625
"1644",4032.50732421875
"1645",4071.19018554688
"1646",4087.47631835938
"1647",4029.32690429688
"1648",4023.96826171875
"1649",4035.82641601562
"1650",4022.16821289062
"1651",3963.07055664062
"1652",3985.08081054688
"1653",4087.06616210938
"1654",4069.10717773438
"1655",4098.37451171875
"1656",4106.66015625
"1657",4105.404296875
"1658",4158.18310546875
"1659",4879.8779296875
"1660",4973.02197265625
"1661",4922.798828125
"1662",5036.68115234375
"1663",5059.8173828125
"1664",5198.89697265625
"1665",5289.77099609375
"1666",5204.95849609375
"1667",5324.5517578125
"1668",5064.48779296875
"1669",5089.5390625
"1670",5096.58642578125
"1671",5167.72216796875
"1672",5067.1083984375
"1673",5235.5595703125
"1674",5251.93798828125
"1675",5298.3857421875
"1676",5303.8125
"1677",5337.88623046875
"1678",5314.53125
"1679",5399.365234375
"1680",5572.3623046875
"1681",5464.86669921875
"1682",5210.515625
"1683",5279.34814453125
"1684",5268.291015625
"1685",5285.13916015625
"1686",5247.3525390625
"1687",5350.7265625
"1688",5402.697265625
"1689",5505.28369140625
"1690",5768.28955078125
"1691",5831.16748046875
"1692",5795.70849609375
"1693",5746.80712890625
"1694",5829.50146484375
"1695",5982.45751953125
"1696",6174.52880859375
"1697",6378.84912109375
"1698",7204.771484375
"1699",6972.37158203125
"1700",7814.9150390625
"1701",7994.416015625
"1702",8205.16796875
"1703",7884.9091796875
"1704",7343.8955078125
"1705",7271.2080078125
"1706",8197.689453125
"1707",7978.30908203125
"1708",7963.32763671875
"1709",7680.06640625
"1710",7881.8466796875
"1711",7987.37158203125
"1712",8052.5439453125
"1713",8673.2158203125
"1714",8805.7783203125
"1715",8719.9619140625
"1716",8659.4873046875
"1717",8319.47265625
"1718",8574.501953125
"1719",8564.0166015625
"1720",8742.9580078125
"1721",8208.9951171875
"1722",7707.77099609375
"1723",7824.2314453125
"1724",7822.0234375
"1725",8043.951171875
"1726",7954.1279296875
"1727",7688.0771484375
"1728",8000.32958984375
"1729",7927.71435546875
"1730",8145.857421875
"1731",8230.923828125
"1732",8693.8330078125
"1733",8838.375
"1734",8994.48828125
"1735",9320.3525390625
"1736",9081.7626953125
"1737",9273.521484375
"1738",9527.16015625
"1739",10144.556640625
"1740",10701.69140625
"1741",10855.37109375
"1742",11011.1025390625
"1743",11790.9169921875
"1744",13016.2314453125
"1745",11182.806640625
"1746",12407.33203125
"1747",11959.37109375
"1748",10817.1552734375
"1749",10583.134765625
"1750",10801.677734375
"1751",11961.26953125
"1752",11215.4375
"1753",10978.4599609375
"1754",11208.55078125
"1755",11450.8466796875
"1756",12285.9580078125
"1757",12573.8125
"1758",12156.5126953125
"1759",11358.662109375
"1760",11815.986328125
"1761",11392.37890625
"1762",10256.05859375
"1763",10895.08984375
"1764",9477.6416015625
"1765",9693.802734375
"1766",10666.482421875
"1767",10530.732421875
"1768",10767.1396484375
"1769",10599.10546875
"1770",10343.1064453125
"1771",9900.767578125
"1772",9811.92578125
"1773",9911.841796875
"1774",9870.3037109375
"1775",9477.677734375
"1776",9552.8603515625
"1777",9519.1455078125
"1778",9607.423828125
"1779",10085.6279296875
"1780",10399.6689453125
"1781",10518.1748046875
"1782",10821.7265625
"1783",10970.1845703125
"1784",11805.6533203125
"1785",11478.1689453125
"1786",11941.96875
"1787",11966.4072265625
"1788",11862.9365234375
"1789",11354.0244140625
"1790",11523.5791015625
"1791",11382.6162109375
"1792",10895.830078125
"1793",10051.7041015625
"1794",10311.5458984375
"1795",10374.3388671875
"1796",10231.744140625
"1797",10345.810546875
"1798",10916.0537109375
"1799",10763.232421875
"1800",10138.0498046875
"1801",10131.0556640625
"1802",10407.96484375
"1803",10159.9609375
"1804",10138.517578125
"1805",10370.8203125
"1806",10185.5
"1807",9754.4228515625
"1808",9510.2001953125
"1809",9598.173828125
"1810",9630.6640625
"1811",9757.970703125
"1812",10346.7607421875
"1813",10623.5400390625
"1814",10594.4931640625
"1815",10575.533203125
"1816",10353.302734375
"1817",10517.2548828125
"1818",10441.2763671875
"1819",10334.974609375
"1820",10115.9755859375
"1821",10178.3720703125
"1822",10410.126953125
"1823",10360.546875
"1824",10358.048828125
"1825",10347.712890625
"1826",10276.7939453125
"1827",10241.2724609375
"1828",10198.248046875
"1829",10266.4150390625
"1830",10181.6416015625
"1831",10019.716796875
"1832",10070.392578125
"1833",9729.32421875
"1834",8620.56640625
"1835",8486.9931640625
"1836",8118.9677734375
"1837",8251.845703125
"1838",8245.9150390625
"1839",8104.185546875
"1840",8293.8681640625
"1841",8343.2763671875
"1842",8393.0419921875
"1843",8259.9921875
"1844",8205.939453125
"1845",8151.50048828125
"1846",7988.15576171875
"1847",8245.623046875
"1848",8228.783203125
"1849",8595.740234375
"1850",8586.4736328125
"1851",8321.7568359375
"1852",8336.5556640625
"1853",8321.005859375
"1854",8374.6865234375
"1855",8205.369140625
"1856",8047.52685546875
"1857",8103.9111328125
"1858",7973.20751953125
"1859",7988.560546875
"1860",8222.078125
"1861",8243.720703125
"1862",8078.203125
"1863",7514.671875
"1864",7493.48876953125
"1865",8660.7001953125
"1866",9244.97265625
"1867",9551.71484375
"1868",9256.1484375
"1869",9427.6875
"1870",9205.7265625
"1871",9199.5849609375
"1872",9261.1044921875
"1873",9324.7177734375
"1874",9235.3544921875
"1875",9412.6123046875
"1876",9342.52734375
"1877",9360.8798828125
"1878",9267.5615234375
"1879",8804.880859375
"1880",8813.58203125
"1881",9055.5263671875
"1882",8757.7880859375
"1883",8815.662109375
"1884",8808.2626953125
"1885",8708.0947265625
"1886",8491.9921875
"1887",8550.7607421875
"1888",8577.9755859375
"1889",8309.2861328125
"1890",8206.1455078125
"1891",8027.26806640625
"1892",7642.75
"1893",7296.57763671875
"1894",7397.796875
"1895",7047.9169921875
"1896",7146.1337890625
"1897",7218.37109375
"1898",7531.66357421875
"1899",7463.10595703125
"1900",7761.24365234375
"1901",7569.6298828125
"1902",7424.29248046875
"1903",7321.98828125
"1904",7320.1455078125
"1905",7252.03466796875
"1906",7448.3076171875
"1907",7546.99658203125
"1908",7556.23779296875
"1909",7564.34521484375
"1910",7400.8994140625
"1911",7278.11962890625
"1912",7217.42724609375
"1913",7243.13427734375
"1914",7269.6845703125
"1915",7124.673828125
"1916",7152.3017578125
"1917",6932.48046875
"1918",6640.51513671875
"1919",7276.802734375
"1920",7202.84423828125
"1921",7218.81640625
"1922",7191.15869140625
"1923",7511.5888671875
"1924",7355.62841796875
"1925",7322.5322265625
"1926",7275.15576171875
"1927",7238.966796875
"1928",7290.08837890625
"1929",7317.990234375
"1930",7422.65283203125
"1931",7292.9951171875
"1932",7193.59912109375
"1933",7200.17431640625
"1934",6985.47021484375
"1935",7344.88427734375
"1936",7410.65673828125
"1937",7411.3173828125
"1938",7769.21923828125
"1939",8163.6923828125
"1940",8079.86279296875
"1941",7879.0712890625
"1942",8166.55419921875
"1943",8037.53759765625
"1944",8192.494140625
"1945",8144.1943359375
"1946",8827.7646484375
"1947",8807.0107421875
"1948",8723.7861328125
"1949",8929.0380859375
"1950",8942.80859375
"1951",8706.2451171875
"1952",8657.642578125
"1953",8745.89453125
"1954",8680.8759765625
"1955",8406.515625
"1956",8445.4345703125
"1957",8367.84765625
"1958",8596.830078125
"1959",8909.8193359375
"1960",9358.58984375
"1961",9316.6298828125
"1962",9508.9931640625
"1963",9350.529296875
"1964",9392.875
"1965",9344.365234375
"1966",9293.521484375
"1967",9180.962890625
"1968",9613.423828125
"1969",9729.8017578125
"1970",9795.943359375
"1971",9865.119140625
"1972",10116.673828125
"1973",9856.611328125
"1974",10208.236328125
"1975",10326.0546875
"1976",10214.3798828125
"1977",10312.1162109375
"1978",9889.4248046875
"1979",9934.43359375
"1980",9690.142578125
"1981",10141.99609375
"1982",9633.38671875
"1983",9608.4755859375
"1984",9686.44140625
"1985",9663.181640625
"1986",9924.515625
"1987",9650.1748046875
"1988",9341.705078125
"1989",8820.5224609375
"1990",8784.494140625
"1991",8672.455078125
"1992",8599.5087890625
"1993",8562.4541015625
"1994",8869.669921875
"1995",8787.7861328125
"1996",8755.24609375
"1997",9078.7626953125
"1998",9122.5458984375
"1999",8909.9541015625
"2000",8108.1162109375
"2001",7923.64453125
"2002",7909.7294921875
"2003",7911.43017578125
"2004",4970.7880859375
"2005",5563.70703125
"2006",5200.3662109375
"2007",5392.31494140625
"2008",5014.47998046875
"2009",5225.62939453125
"2010",5238.4384765625
"2011",6191.19287109375
"2012",6198.7783203125
"2013",6185.06640625
"2014",5830.2548828125
"2015",6416.31494140625
"2016",6734.8037109375
"2017",6681.06298828125
"2018",6716.4404296875
"2019",6469.79833984375
"2020",6242.19384765625
"2021",5922.04296875
"2022",6429.841796875
"2023",6438.64453125
"2024",6606.7763671875
"2025",6793.62451171875
"2026",6733.38720703125
"2027",6867.52734375
"2028",6791.12939453125
"2029",7271.78125
"2030",7176.41455078125
"2031",7334.0986328125
"2032",7302.08935546875
"2033",6865.4931640625
"2034",6859.0830078125
"2035",6971.091796875
"2036",6845.03759765625
"2037",6842.427734375
"2038",6642.10986328125
"2039",7116.80419921875
"2040",7096.1845703125
"2041",7257.6650390625
"2042",7189.4248046875
"2043",6881.95849609375
"2044",6880.3232421875
"2045",7117.20751953125
"2046",7429.724609375
"2047",7550.90087890625
"2048",7569.93603515625
"2049",7679.8671875
"2050",7795.60107421875
"2051",7807.05859375
"2052",8801.0380859375
"2053",8658.5537109375
"2054",8864.7666015625
"2055",8988.5966796875
"2056",8897.46875
"2057",8912.654296875
"2058",9003.0703125
"2059",9268.76171875
"2060",9951.5185546875
"2061",9842.666015625
"2062",9593.896484375
"2063",8756.4306640625
"2064",8601.7958984375
"2065",8804.4775390625
"2066",9269.9873046875
"2067",9733.7216796875
"2068",9328.197265625
"2069",9377.013671875
"2070",9670.7392578125
"2071",9726.5751953125
"2072",9729.0380859375
"2073",9522.9814453125
"2074",9081.76171875
"2075",9182.5771484375
"2076",9209.287109375
"2077",8790.3681640625
"2078",8906.9345703125
"2079",8835.052734375
"2080",9181.017578125
"2081",9525.7509765625
"2082",9439.1240234375
"2083",9700.4140625
"2084",9461.05859375
"2085",10167.2685546875
"2086",9529.8037109375
"2087",9656.7177734375
"2088",9800.63671875
"2089",9665.533203125
"2090",9653.6796875
"2091",9758.8525390625
"2092",9771.4892578125
"2093",9795.7001953125
"2094",9870.0947265625
"2095",9321.78125
"2096",9480.84375
"2097",9475.27734375
"2098",9386.7880859375
"2099",9450.7021484375
"2100",9538.0244140625
"2101",9480.2548828125
"2102",9411.8408203125
"2103",9288.0185546875
"2104",9332.3408203125
"2105",9303.6298828125
"2106",9648.7177734375
"2107",9629.658203125
"2108",9313.6103515625
"2109",9264.8134765625
"2110",9162.91796875
"2111",9045.390625
"2112",9143.58203125
"2113",9190.8544921875
"2114",9137.9931640625
"2115",9228.3251953125
"2116",9123.41015625
"2117",9087.3037109375
"2118",9132.48828125
"2119",9073.9423828125
"2120",9375.474609375
"2121",9252.27734375
"2122",9428.3330078125
"2123",9277.9677734375
"2124",9278.8076171875
"2125",9240.3466796875
"2126",9276.5
"2127",9243.6142578125
"2128",9243.2138671875
"2129",9192.8369140625
"2130",9132.2275390625
"2131",9151.392578125
"2132",9159.0400390625
"2133",9185.8173828125
"2134",9164.2314453125
"2135",9374.8876953125
"2136",9525.36328125
"2137",9581.072265625
"2138",9536.892578125
"2139",9677.11328125
"2140",9905.1669921875
"2141",10990.873046875
"2142",10912.8232421875
"2143",11100.4677734375
"2144",11111.2138671875
"2145",11323.466796875
"2146",11759.5927734375
"2147",11053.6142578125
"2148",11246.3486328125
"2149",11205.892578125
"2150",11747.0224609375
"2151",11779.7734375
"2152",11601.47265625
"2153",11754.0458984375
"2154",11675.7392578125
"2155",11878.111328125
"2156",11410.525390625
"2157",11584.9345703125
"2158",11784.1376953125
"2159",11768.87109375
"2160",11865.6982421875
"2161",11892.8037109375
"2162",12254.40234375
"2163",11991.2333984375
"2164",11758.283203125
"2165",11878.3720703125
"2166",11592.4892578125
"2167",11681.8251953125
"2168",11664.84765625
"2169",11774.595703125
"2170",11366.134765625
"2171",11488.36328125
"2172",11323.3974609375
"2173",11542.5
"2174",11506.865234375
"2175",11711.505859375
"2176",11680.8203125
"2177",11970.478515625
"2178",11414.0341796875
"2179",10245.296875
"2180",10511.8134765625
"2181",10169.5673828125
"2182",10280.3515625
"2183",10369.5634765625
"2184",10131.5166015625
"2185",10242.34765625
"2186",10363.138671875
"2187",10400.9150390625
"2188",10442.1708984375
"2189",10323.755859375
"2190",10680.837890625
"2191",10796.951171875
"2192",10974.9052734375
"2193",10948.990234375
"2194",10944.5859375
"2195",11094.3466796875
"2196",10938.271484375
"2197",10462.259765625
"2198",10538.4599609375
"2199",10246.1865234375
"2200",10760.06640625
"2201",10692.716796875
"2202",10750.7236328125
"2203",10775.26953125
"2204",10709.65234375
"2205",10844.640625
"2206",10784.4912109375
"2207",10619.4521484375
"2208",10575.974609375
"2209",10549.3291015625
"2210",10669.5830078125
"2211",10793.33984375
"2212",10604.40625
"2213",10668.96875
"2214",10915.685546875
"2215",11064.4580078125
"2216",11296.361328125
"2217",11384.181640625
"2218",11555.36328125
"2219",11425.8994140625
"2220",11429.5068359375
"2221",11495.349609375
"2222",11322.123046875
"2223",11358.1015625
"2224",11483.359375
"2225",11742.037109375
"2226",11916.3349609375
"2227",12823.689453125
"2228",12965.8916015625
"2229",12931.5390625
"2230",13108.0625
"2231",13031.173828125
"2232",13075.248046875
"2233",13654.21875
"2234",13271.28515625
"2235",13437.8828125
"2236",13546.5224609375
"2237",13780.9951171875
"2238",13737.109375
"2239",13550.4892578125
"2240",13950.30078125
"2241",14133.70703125
"2242",15579.8486328125
"2243",15565.880859375
"2244",14833.75390625
"2245",15479.5673828125
"2246",15332.3154296875
"2247",15290.90234375
"2248",15701.33984375
"2249",16276.34375
"2250",16317.80859375
"2251",16068.138671875
"2252",15955.587890625
"2253",16716.111328125
"2254",17645.40625
"2255",17804.005859375
"2256",17817.08984375
"2257",18621.314453125
"2258",18642.232421875
"2259",18370.001953125
"2260",18364.12109375
"2261",19107.46484375
"2262",18732.12109375
"2263",17150.623046875
"2264",17108.40234375
"2265",17717.4140625
"2266",18177.484375
"2267",19625.8359375
"2268",18802.998046875
"2269",19201.091796875
"2270",19445.3984375
"2271",18699.765625
"2272",19154.23046875
"2273",19345.12109375
"2274",19191.630859375
"2275",18321.14453125
"2276",18553.916015625
"2277",18264.9921875
"2278",18058.904296875
"2279",18803.65625
"2280",19142.3828125
"2281",19246.64453125
"2282",19417.076171875
"2283",21310.59765625
"2284",22805.162109375
"2285",23137.9609375
"2286",23869.83203125
"2287",23477.294921875
"2288",22803.08203125
"2289",23783.029296875
"2290",23241.345703125
"2291",23735.94921875
"2292",24664.791015625
"2293",26437.037109375
"2294",26272.294921875
"2295",27084.80859375
"2296",27362.4375
"2297",28840.953125
"2298",29001.720703125
"2299",29374.15234375
"2300",32127.267578125
"2301",32782.0234375
"2302",31971.9140625
"2303",33992.4296875
"2304",36824.36328125
"2305",39371.04296875
"2306",40797.609375
"2307",40254.546875
"2308",38356.44140625
"2309",35566.65625
"2310",33922.9609375
"2311",37316.359375
"2312",39187.328125
"2313",36825.3671875
"2314",36178.140625
"2315",35791.27734375
"2316",36630.07421875
"2317",36069.8046875
"2318",35547.75
"2319",30825.69921875
"2320",33005.76171875
"2321",32067.642578125
"2322",32289.37890625
"2323",32366.392578125
"2324",32569.849609375
"2325",30432.546875
"2326",33466.09765625
"2327",34316.38671875
"2328",34269.5234375
"2329",33114.359375
"2330",33537.17578125
"2331",35510.2890625
"2332",37472.08984375
"2333",36926.06640625
"2334",38144.30859375
"2335",39266.01171875
"2336",38903.44140625
"2337",46196.46484375
"2338",46481.10546875
"2339",44918.18359375
"2340",47909.33203125
"2341",47504.8515625
"2342",47105.515625
"2343",48717.2890625
"2344",47945.05859375
"2345",49199.87109375
"2346",52149.0078125
"2347",51679.796875
"2348",55888.1328125
"2349",56099.51953125
"2350",57539.9453125
"2351",54207.3203125
"2352",48824.42578125
"2353",49705.33203125
"2354",47093.8515625
"2355",46339.76171875
"2356",46188.453125
"2357",45137.76953125
"2358",49631.2421875
"2359",48378.98828125
"2360",50538.2421875
"2361",48561.16796875
"2362",48927.3046875
"2363",48912.3828125
"2364",51206.69140625
"2365",52246.5234375
"2366",54824.1171875
"2367",56008.55078125
"2368",57805.12109375
"2369",57332.08984375
"2370",61243.0859375
"2371",59302.31640625
"2372",55907.19921875
"2373",56804.90234375
"2374",58870.89453125
"2375",57858.921875
"2376",58346.65234375
"2377",58313.64453125
"2378",57523.421875
"2379",54529.14453125
"2380",54738.9453125
"2381",52774.265625
"2382",51704.16015625
"2383",55137.3125
"2384",55973.51171875
"2385",55950.74609375
"2386",57750.19921875
"2387",58917.69140625
"2388",58918.83203125
"2389",59095.80859375
"2390",59384.3125
"2391",57603.890625
"2392",58758.5546875
"2393",59057.87890625
"2394",58192.359375
"2395",56048.9375
"2396",58323.953125
"2397",58245.00390625
"2398",59793.234375
"2399",60204.96484375
"2400",59893.453125
"2401",63503.45703125
"2402",63109.6953125
"2403",63314.01171875
"2404",61572.7890625
"2405",60683.8203125
"2406",56216.18359375
"2407",55724.265625
"2408",56473.03125
"2409",53906.08984375
"2410",51762.2734375
"2411",51093.65234375
"2412",50050.8671875
"2413",49004.25390625
"2414",54021.75390625
"2415",55033.1171875
"2416",54824.703125
"2417",53555.109375
"2418",57750.17578125
"2419",57828.05078125
"2420",56631.078125
"2421",57200.29296875
"2422",53333.5390625
"2423",57424.0078125
"2424",56396.515625
"2425",57356.40234375
"2426",58803.77734375
"2427",58232.31640625
"2428",55859.796875
"2429",56704.57421875
"2430",49150.53515625
"2431",49716.19140625
"2432",49880.53515625
"2433",46760.1875
"2434",46456.05859375
"2435",43537.51171875
"2436",42909.40234375
"2437",37002.44140625
"2438",40782.73828125
"2439",37304.69140625
"2440",37536.6328125
"2441",34770.58203125
"2442",38705.98046875
"2443",38402.22265625
"2444",39294.19921875
"2445",38436.96875
"2446",35697.60546875
"2447",34616.06640625
"2448",35678.12890625
"2449",37332.85546875
"2450",36684.92578125
"2451",37575.1796875
"2452",39208.765625
"2453",36894.40625
"2454",35551.95703125
"2455",35862.37890625
"2456",33560.70703125
"2457",33472.6328125
"2458",37345.12109375
"2459",36702.59765625
"2460",37334.3984375
"2461",35552.515625
"2462",39097.859375
"2463",40218.4765625
"2464",40406.26953125
"2465",38347.0625
"2466",38053.50390625
"2467",35787.24609375
"2468",35615.87109375
"2469",35698.296875
"2470",31676.693359375
"2471",32505.66015625
"2472",33723.02734375
"2473",34662.4375
"2474",31637.779296875
"2475",32186.27734375
"2476",34649.64453125
"2477",34434.3359375
"2478",35867.77734375
"2479",35040.8359375
"2480",33572.1171875
"2481",33897.046875
"2482",34668.546875
"2483",35287.78125
"2484",33746.00390625
"2485",34235.1953125
"2486",33855.328125
"2487",32877.37109375
"2488",33798.01171875
"2489",33520.51953125
"2490",34240.1875
"2491",33155.84765625
"2492",32702.025390625
"2493",32822.34765625
"2494",31780.73046875
"2495",31421.5390625
"2496",31533.068359375
"2497",31796.810546875
"2498",30817.83203125
"2499",29807.34765625
"2500",32110.693359375
"2501",32313.10546875
"2502",33581.55078125
"2503",34292.4453125
"2504",35350.1875
"2505",37337.53515625
"2506",39406.94140625
"2507",39995.90625
"2508",40008.421875
"2509",42235.546875
"2510",41626.1953125
"2511",39974.89453125
"2512",39201.9453125
"2513",38152.98046875
"2514",39747.50390625
"2515",40869.5546875
"2516",42816.5
"2517",44555.80078125
"2518",43798.1171875
"2519",46365.40234375
"2520",45585.03125
"2521",45593.63671875
"2522",44428.2890625
"2523",47793.3203125
"2524",47096.9453125
"2525",47047.00390625
"2526",46004.484375
"2527",44695.359375
"2528",44801.1875
"2529",46717.578125
"2530",49339.17578125
"2531",48905.4921875
"2532",49321.65234375
"2533",49546.1484375
"2534",47706.1171875
"2535",48960.7890625
"2536",46942.21875
"2537",49058.66796875
"2538",48902.40234375
"2539",48829.83203125
"2540",47054.984375
"2541",47166.6875
"2542",48847.02734375
"2543",49327.72265625
"2544",50025.375
"2545",49944.625
"2546",51753.41015625
"2547",52633.53515625
"2548",46811.12890625
"2549",46091.390625
"2550",46391.421875
"2551",44883.91015625
"2552",45201.45703125
"2553",46063.26953125
"2554",44963.07421875
"2555",47092.4921875
"2556",48176.34765625
"2557",47783.359375
"2558",47267.51953125
"2559",48278.36328125
"2560",47260.21875
"2561",42843.80078125
"2562",40693.67578125
"2563",43574.5078125
"2564",44895.09765625
